video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views
VID01883,15,62,511.0,2.0,Sim,1080p,Tecnologia,Português,Não,527760,7.0,419,15,2542.0,29852,1767.0,751,Não,Tarde,Sexta,572816
VID01108,49,85,,24.0,Sim,1080p,Culinária,Português,Não,996255,60.0,30,11,1122.0,5618,,938,Sim,Madrugada,Sexta,775564
VID00849,36,99,267.0,14.0,Não,480p,Culinária,Português,Não,625660,,116,27,8967.0,10943,685.0,139,Não,Noite,Sexta,493735
VID00967,2,52,377.0,26.0,Sim,1080p,Fitness,Português,Sim,111145,60.0,150,27,5717.0,28783,1439.0,897,Não,Manhã,Domingo,189745
VID01073,33,25,420.0,6.0,Sim,1080p,Gaming,Inglês,Sim,991819,65.0,61,20,4876.0,24762,1531.0,581,Sim,Noite,Sábado,3519064
VID00156,36,97,775.0,29.0,Não,1080p,Vlogs,Inglês,Não,467994,23.0,37,28,8385.0,33731,4640.0,654,Não,Madrugada,Sábado,1293743
VID01704,7,75,490.0,44.0,Não,1080p,Fitness,Espanhol,Não,752744,13.0,338,23,1552.0,49496,2671.0,161,Não,Noite,Domingo,795640
VID01642,30,30,213.0,15.0,Não,1080p,Fitness,Inglês,Não,403165,23.0,271,15,6594.0,24787,132.0,600,Não,Madrugada,Domingo,831051
VID01003,38,35,985.0,22.0,Sim,1080p,Culinária,Português,Não,514226,32.0,394,17,4066.0,7154,488.0,279,Não,Tarde,Seg-Qui,413814
VID01888,46,33,961.0,22.0,Sim,1080p,Gaming,Espanhol,Não,260629,55.0,401,5,2183.0,28448,3403.0,844,Não,Noite,Sábado,576814
VID02111,43,54,397.0,28.0,Sim,1080p,Culinária,Português,Sim,620730,31.0,376,1,8163.0,33754,2380.0,548,Não,Manhã,Sexta,574868
VID01892,44,23,366.0,36.0,Sim,1080p,Música,Inglês,Sim,280887,45.0,266,21,7834.0,14815,1584.0,968,Não,Manhã,Seg-Qui,1358123
VID02228,3,40,761.0,27.0,Sim,720p,Música,Português,Sim,207170,93.0,393,1,8670.0,37624,121.0,509,Não,Manhã,Sábado,465764
VID02372,35,33,540.0,27.0,Sim,480p,Tecnologia,Português,Sim,567481,58.0,492,14,9201.0,18390,1977.0,364,Sim,Manhã,Sábado,679505
VID01204,5,80,927.0,8.0,Não,1080p,Vlogs,Português,Não,740187,101.0,98,16,8882.0,13825,3013.0,984,Não,Manhã,Sábado,653017
VID01671,18,69,165.0,38.0,Sim,720p,Tecnologia,Português,Não,166341,118.0,148,11,1729.0,37199,741.0,820,Não,Manhã,Domingo,286558
VID02365,39,96,474.0,0.0,Não,1080p,  Educação,Português,Não,732051,92.0,213,22,8451.0,13146,2351.0,580,Não,Manhã,Domingo,437338
VID01753,22,13,580.0,42.0,Sim,4K,Fitness,Português,Não,334268,53.0,295,17,1981.0,26066,2285.0,574,Não,Noite,Sábado,328852
VID01515,54,68,79.0,40.0,Sim,720p,Fitness,Português,Não,703036,56.0,173,13,8965.0,9578,3901.0,614,Não,Manhã,Domingo,578417
VID01829,32,93,618.0,29.0,Sim,720p,Vlogs,Português,Sim,143504,89.0,283,30,6252.0,47497,285.0,629,Não,Madrugada,Sexta,4455895
VID02025,19,42,484.0,50.0,Sim,1080p,Fitness,Português,Não,576135,61.0,470,22,9019.0,23634,1471.0,606,Não,Manhã,Sábado,505337
VID02261,25,43,934.0,16.0,Sim,1080p,Culinária,Português,Sim,913194,94.0,331,4,623.0,31516,3945.0,313,Não,Tarde,Seg-Qui,718391
VID00939,35,67,645.0,25.0,Não,480p,Gaming,Português,Não,606803,112.0,220,22,4107.0,33790,883.0,805,Não,Tarde,Seg-Qui,907939
VID02263,19,82,999.0,5.0,Sim,1080p,Educação,Português,Não,121852,14.0,15,18,5261.0,34031,4803.0,804,Não,Noite,Sábado,214954
VID00347,49,36,556.0,13.0,Sim,1080p,Culinária,Espanhol,Não,228188,112.0,0,15,9007.0,4511,1446.0,537,Não,Tarde,Seg-Qui,296798
VID02103,60,93,590.0,8.0,Sim,1080p,Vlogs,Inglês,Não,557596,97.0,271,16,5532.0,41522,2927.0,583,Não,Noite,Sexta,1468296
VID02495,22,93,711.0,3.0,Sim,720p,Vlogs,Português,Sim,705311,102.0,321,7,6729.0,1987,889.0,875,Não,Manhã,Seg-Qui,595049
VID01454,10,88,337.0,28.0,Sim,1080p,Música,Português,Sim,850631,93.0,458,15,8416.0,35689,611.0,896,Não,Madrugada,Seg-Qui,1445620
VID00386,57,17,404.0,24.0,Sim,720p,Tecnologia,Português,Sim,339103,19.0,409,22,3222.0,31990,195.0,182,Não,Noite,Domingo,412925
VID01617,33,82,120.0,15.0,Sim,1080p,Música,Inglês,Sim,217787,78.0,93,22,2386.0,16077,1553.0,120,Não,Tarde,Domingo,1036925
VID01675,60,44,197.0,29.0,Sim,1080p,Culinária,Espanhol,Sim,278207,106.0,463,26,2168.0,26228,42.0,341,Não,Manhã,Seg-Qui,375533
VID00244,50,40,905.0,23.0,Não,720p,Vlogs,Inglês,Sim,260831,79.0,339,8,2061.0,9419,4194.0,176,Não,Tarde,Sexta,736578
VID02486,52,82,176.0,21.0,Sim,1080p,Fitness,Inglês,Sim,552945,11.0,417,30,5890.0,14036,4222.0,217,Não,Madrugada,Domingo,1126526
VID00937,14,66,774.0,8.0,Não,1080p,Música,Português,Sim,419008,73.0,173,10,2026.0,28890,874.0,793,Não,Manhã,Seg-Qui,741931
VID02165,31,33,120.0,38.0,Não,720p,Culinária,Português,Não,947638,102.0,481,10,743.0,18638,869.0,350,Não,Tarde,Sábado,685142
VID00313,40,73,583.0,30.0,Não,720p,Culinária,Português,Sim,516917,106.0,286,20,2556.0,22841,4300.0,576,Não,Noite,Seg-Qui,471460
VID02459,32,77,754.0,19.0,Sim,1080p,Educação,Inglês,Sim,44015,118.0,458,29,9837.0,47130,1196.0,105,Sim,Tarde,Sexta,647434
VID01560,15,91,804.0,12.0,Não,4K,Gaming,Português,Sim,692539,26.0,354,2,8458.0,46940,1966.0,427,Não,Manhã,Sábado,1043067
VID01333,41,58,55.0,24.0,Não,4K,  Fitness,Português,Não,765276,23.0,44,10,4715.0,40498,1996.0,2,Não,Madrugada,Domingo,612882
VID00969,46,48,364.0,45.0,Sim,720p,Fitness,Português,Sim,782942,2.0,64,13,2559.0,42216,575.0,312,Não,Tarde,Sábado,581316
VID00661,36,71,167.0,47.0,Sim,1080p,Fitness,Inglês,Não,860335,91.0,36,17,7173.0,21983,337.0,905,Não,Madrugada,Seg-Qui,1609680
VID00936,50,23,815.0,6.0,Sim,1080p,Educação,Português,Sim,907942,73.0,111,1,9823.0,348,3145.0,146,Sim,Madrugada,Seg-Qui,585388
VID00371,47,45,458.0,15.0,Sim,720p,Vlogs,Português,Não,931329,95.0,364,7,8246.0,42673,1244.0,995,Não,Manhã,Seg-Qui,868660
VID00567,26,69,564.0,0.0,Sim,1080p,Culinária,Inglês,Sim,572481,27.0,487,21,9056.0,303,238.0,954,Não,Madrugada,Sexta,1082679
VID02002,58,42,101.0,38.0,Sim,480p,Música,Português,Não,846399,35.0,269,17,427.0,16966,25.0,208,Não,Noite,Sábado,1336869
VID00825,4,28,230.0,43.0,Sim,1080p,Gaming,Português,Não,635036,111.0,367,21,2370.0,17767,1336.0,581,Sim,Noite,Sexta,997437
VID00983,35,83,807.0,39.0,Sim,720p,Gaming,Espanhol,Não,650465,78.0,486,8,1255.0,27224,409.0,628,Não,Noite,Sexta,1210116
VID02024,51,53,600.0,46.0,Sim,480p,Culinária,Português,Não,907320,27.0,0,29,4985.0,19774,2095.0,179,Não,Tarde,Sexta,708087
VID01507,60,35,132.0,1.0,Sim,720p,Educação,Português,Sim,581013,117.0,365,16,7102.0,24085,303.0,171,Não,Tarde,Sábado,415983
VID02167,30,49,227.0,25.0,Sim,720p,  Fitness,Português,Não,806247,37.0,239,5,373.0,32702,973.0,262,Não,Manhã,Sexta,621658
VID01747,52,62,760.0,34.0,Sim,480p,Gaming,Português,Sim,563253,23.0,380,7,3662.0,41028,3961.0,724,Não,Madrugada,Sexta,880361
VID00814,46,28,877.0,19.0,Não,480p,Gaming,Português,Não,671550,54.0,100,3,3264.0,12672,2469.0,328,Não,Manhã,Domingo,4093536
VID01431,27,99,279.0,18.0,Sim,480p,Fitness,Português,Sim,365990,32.0,317,23,2467.0,40151,2263.0,179,Não,Noite,Sexta,346865
VID00779,43,13,469.0,2.0,Sim,1080p,Culinária,Português,Sim,680683,76.0,192,20,321.0,24805,3103.0,224,Sim,Madrugada,Sexta,626209
VID01321,60,58,121.0,30.0,Sim,1080p,Vlogs,Inglês,Sim,252636,115.0,257,10,3305.0,23410,2006.0,107,Não,Noite,Sábado,792813
VID01557,20,20,380.0,9.0,Não,1080p,Vlogs,Português,Não,287769,93.0,407,30,7146.0,42527,4994.0,35,Não,Tarde,Domingo,404371
VID01053,48,11,555.0,25.0,Não,1080p,Culinária,Inglês,Não,63173,106.0,162,1,5529.0,9948,1107.0,115,Não,Noite,Domingo,319550
VID01856,22,96,734.0,25.0,Sim,720p,Música,Inglês,Não,691211,8.0,181,29,1733.0,11616,3349.0,595,Não,Madrugada,Domingo,2841751
VID01014,35,37,433.0,3.0,Sim,720p,Educação,Português,Não,898202,49.0,227,22,4238.0,13060,4077.0,308,Não,Noite,Domingo,533378
VID01402,30,75,239.0,28.0,Não,1080p,Culinária,Português,Sim,714062,117.0,29,13,8180.0,19901,,40,Não,Madrugada,Seg-Qui,597523
VID01750,52,31,841.0,38.0,Sim,1080p,Música,Português,Não,710329,55.0,47,28,6899.0,43819,4844.0,153,Não,Noite,Sábado,1282492
VID02090,41,76,397.0,3.0,Sim,4K,Fitness,Português,Não,616894,39.0,487,5,5099.0,42016,660.0,981,Não,Noite,Sábado,495692
VID02326,34,87,436.0,21.0,Sim,1080p,Fitness,Português,Sim,989125,56.0,477,1,2024.0,21750,1337.0,633,Não,Tarde,Sábado,706384
VID00127,90,62,438.0,8.0,Sim,1080p,Vlogs,Português,Não,804752,26.0,285,27,256.0,42774,1454.0,869,Não,Madrugada,Domingo,725380
VID00888,29,66,121.0,3.0,Sim,1080p,Culinária,Inglês,Sim,902531,100.0,323,28,2534.0,25435,4424.0,501,Não,Noite,Sábado,1852822
VID02060,60,17,970.0,13.0,Sim,4K,Fitness,Português,Sim,507761,87.0,336,30,4110.0,6283,3968.0,736,Não,Tarde,Sábado,426629
VID01348,15,64,803.0,34.0,Sim,4K,Gaming,Português,Não,652963,104.0,211,10,3262.0,26065,1332.0,381,Não,Manhã,Sexta,935455
VID01008,52,88,229.0,35.0,Sim,1080p,Gaming,Espanhol,Não,99872,91.0,163,20,5737.0,12085,3080.0,836,Sim,Tarde,Domingo,390146
VID00356,53,12,463.0,13.0,Sim,1080p,Música,Português,Não,856422,51.0,52,19,1155.0,29814,4827.0,944,Não,Manhã,Sábado,1411583
VID01004,22,77,516.0,48.0,Sim,720p,Gaming,Português,Sim,297655,44.0,356,3,4362.0,28170,495.0,664,Não,Tarde,Sábado,493513
VID00683,26,68,199.0,39.0,Sim,1080p,Educação,Português,Sim,771097,99.0,205,2,2944.0,17524,4664.0,40,Não,Manhã,Sábado,530269
VID00828,58,64,826.0,12.0,Sim,1080p,Fitness,Português,Sim,817464,120.0,218,18,9915.0,7118,1825.0,699,Não,Tarde,Domingo,603730
VID74271,37,41,583.0,18.0,Não,1080p,Gaming,Português,Sim,183194,85.0,486,3,9175.0,20032,670.0,996,Sim,Manhã,Sábado,391205
VID00985,55,60,560.0,20.0,Sim,720p,Fitness,Português,Não,599015,108.0,3,3,9234.0,3485,2952.0,460,Não,Noite,Domingo,470630
VID01234,52,50,252.0,35.0,Não,480p,Vlogs,Português,Não,569127,82.0,142,12,2171.0,6087,3249.0,272,Não,Madrugada,Seg-Qui,493682
VID02474,37,47,338.0,8.0,Sim,1080p,Culinária,Inglês,Não,805949,109.0,249,4,2734.0,10217,638.0,222,Não,Madrugada,Sábado,1497505
VID00141,13,22,158.0,46.0,Sim,1080p,Educação,Português,Sim,304624,11.0,247,21,2371.0,32588,1085.0,942,Não,Madrugada,Seg-Qui,266673
VID00218,28,95,68.0,35.0,Não,720p,Vlogs,Português,Não,848136,79.0,269,19,1205.0,2921,3417.0,153,Não,Madrugada,Sexta,700462
VID02067,6,68,,,Não,720p,Fitness,Português,Sim,355323,,303,4,9726.0,27640,2169.0,735,Não,Noite,Sexta,294327
VID02175,28,43,995.0,29.0,Sim,1080p,Educação,Português,Sim,619174,55.0,217,14,6897.0,14625,1321.0,138,Sim,Tarde,Sábado,467781
VID02237,45,19,591.0,25.0,Sim,1080p,Fitness,Inglês,Sim,960209,62.0,373,1,2578.0,18246,1009.0,974,Não,Manhã,Seg-Qui,1693073
VID01741,59,61,274.0,35.0,Sim,1080p,Gaming,Português,Não,221619,53.0,140,27,6011.0,4410,3117.0,186,Não,Madrugada,Domingo,388148
VID01489,27,78,929.0,37.0,Não,480p,Tecnologia,Português,Sim,903785,28.0,79,11,6968.0,21759,788.0,474,Não,Madrugada,Domingo,921584
VID00023,25,54,882.0,43.0,Não,720p,Tecnologia,Português,Não,723724,75.0,129,29,3146.0,33517,2621.0,153,Sim,Manhã,Sexta,827435
VID00712,31,38,854.0,8.0,Sim,1080p,Educação,Português,Não,930048,,206,28,298.0,16418,2457.0,618,Não,Madrugada,Sábado,569867
VID01158,27,24,884.0,24.0,Sim,1080p,Fitness,Inglês,Sim,200053,66.0,457,2,6278.0,7998,3099.0,218,Sim,Manhã,Domingo,701211
VID01801,36,85,211.0,42.0,Sim,1080p,Tecnologia,Português,Não,761708,82.0,292,29,6173.0,1237,4737.0,241,Não,Noite,Seg-Qui,812006
VID00872,17,73,273.0,9.0,Não,4K,Música,Português,Não,71004,55.0,30,7,2063.0,18588,2390.0,756,Não,Madrugada,Sexta,199482
VID02283,45,77,147.0,9.0,Sim,1080p,Tecnologia,Inglês,Sim,337848,7.0,358,5,7581.0,47756,4643.0,659,Não,Noite,Domingo,1215760
VID00011,24,79,387.0,29.0,Sim,4K,Vlogs,Português,Não,251807,50.0,273,29,2179.0,30743,976.0,379,Não,Noite,Sábado,329008
VID02130,40,31,293.0,40.0,Sim,720p,Fitness,Inglês,Sim,902240,100.0,481,15,4301.0,34500,3659.0,742,Não,Tarde,Domingo,1800223
VID02376,50,66,418.0,2.0,Não,4K,Música,Português,Não,88041,65.0,200,2,3406.0,41678,4957.0,564,Não,Madrugada,Seg-Qui,304551
VID01736,46,71,928.0,30.0,Sim,1080p,Culinária,Inglês,Não,998356,35.0,239,15,2022.0,25882,3800.0,467,Sim,Noite,Domingo,2079073
VID01316,36,23,823.0,42.0,Não,720p,Gaming,Português,Sim,98731,9.0,227,28,90.0,22332,670.0,399,Não,Manhã,Sábado,209248
VID00755,59,36,534.0,24.0,Sim,4K,Tecnologia,Inglês,Não,254659,60.0,232,21,715.0,34343,1610.0,958,Não,Madrugada,Seg-Qui,882440
VID00627,25,26,474.0,35.0,Sim,4K,Vlogs,Português,Sim,44637,24.0,278,22,9152.0,39064,4274.0,576,Não,Madrugada,Sábado,230099
VID02239,29,26,987.0,12.0,Sim,480p,Gaming,Português,Não,474756,92.0,93,18,4473.0,11470,2275.0,392,Sim,Tarde,Sexta,760106
VID01500,28,39,579.0,43.0,Sim,4K,Culinária,Português,Sim,113498,102.0,494,5,4312.0,7938,107.0,453,Não,Tarde,Sábado,167464
VID00130,34,99,226.0,25.0,Sim,1080p,Culinária,Português,Não,883754,79.0,473,15,6867.0,13261,4420.0,990,Não,Noite,Sexta,691010
VID00844,55,79,898.0,36.0,Não,480p,Fitness,Inglês,Sim,321571,,362,24,9641.0,4602,4688.0,288,Não,Tarde,Seg-Qui,757231
VID00324,31,69,98.0,5.0,Sim,4K,Tecnologia,Português,Não,748016,109.0,256,10,1163.0,19431,1058.0,42,Sim,Noite,Sábado,800231
VID02342,55,15,171.0,50.0,Não,1080p,Vlogs,Inglês,Sim,784742,101.0,363,25,1141.0,27055,387.0,219,Não,Tarde,Sexta,1755241
VID01484,10,100,503.0,21.0,Sim,720p,Gaming,Inglês,Sim,425477,56.0,321,30,598.0,38498,3050.0,860,Não,Madrugada,Sábado,1739855
VID01285,12,37,327.0,9.0,Sim,1080p,Gaming,Inglês,Sim,3568,61.0,375,15,334.0,49127,398.0,535,Não,Manhã,Seg-Qui,415265
VID02441,33,74,637.0,11.0,Sim,1080p,Música,Português,Sim,496427,10.0,368,30,4847.0,1730,4341.0,332,Não,Noite,Domingo,845139
VID00015,54,75,213.0,22.0,Não,720p,Educação,Português,Sim,179694,12.0,2,9,2807.0,7203,1703.0,900,Não,Manhã,Sexta,125934
VID00948,18,58,675.0,50.0,Sim,480p,Fitness,Inglês,Sim,405870,81.0,316,4,2911.0,32785,2029.0,731,Não,Manhã,Seg-Qui,1004194
VID00216,2,30,338.0,18.0,Não,1080p,Culinária,Espanhol,Não,835651,70.0,206,3,7545.0,31403,1098.0,399,Sim,Tarde,Sábado,935161
VID01663,54,34,997.0,7.0,Sim,720p,Tecnologia,Português,Não,226809,34.0,226,22,121.0,30343,4990.0,573,Não,Madrugada,Sexta,350804
VID01981,47,81,758.0,4.0,Sim,1080p,Vlogs,Inglês,Sim,182742,82.0,175,11,5136.0,18166,3708.0,258,Não,Manhã,Sábado,673010
VID01183,42,28,417.0,33.0,Não,1080p,Educação,Português,Sim,1416,36.0,432,1,3133.0,9211,3756.0,967,Não,Manhã,Sábado,120069
VID01690,10,86,851.0,27.0,Sim,1080p,Fitness,Inglês,Sim,395486,119.0,184,22,1918.0,4655,3876.0,768,Sim,Manhã,Seg-Qui,996726
VID02390,13,78,220.0,34.0,Sim,4K,Vlogs,Português,Sim,736689,26.0,255,26,8811.0,17207,3005.0,357,Não,Manhã,Sábado,711899
VID00865,17,78,67.0,37.0,Sim,4K,Fitness,Português,Não,118824,15.0,64,17,8674.0,7647,2479.0,840,Não,Noite,Sábado,170604
VID00517,55,18,231.0,34.0,Não,1080p,Educação,Inglês,Sim,352618,28.0,130,4,5043.0,21451,3731.0,144,Não,Noite,Seg-Qui,761343
VID00598,27,37,950.0,25.0,Não,720p,Vlogs,Português,Sim,541107,63.0,34,13,555.0,14214,2091.0,201,Não,Tarde,Seg-Qui,476831
VID00196,29,88,283.0,2.0,Sim,720p,Tecnologia,Português,Sim,526125,110.0,324,29,7931.0,1904,878.0,614,Não,Manhã,Sábado,542769
VID01278,3,47,296.0,9.0,Sim,1080p,Fitness,Português,Não,66898,16.0,457,3,8759.0,37185,312.0,695,Não,Tarde,Sexta,157162
VID00289,12,45,679.0,15.0,Não,4K,Fitness,Português,Não,730364,7.0,446,7,1103.0,38548,3835.0,470,Não,Manhã,Domingo,592556
VID00951,6,94,549.0,23.0,Sim,480p,Tecnologia,Inglês,Não,626718,80.0,176,2,5838.0,18016,4030.0,946,Sim,Noite,Sexta,1892133
VID02370,51,29,50.0,43.0,Não,720p,Educação,Inglês,Sim,478662,35.0,381,23,1407.0,18501,1908.0,686,Não,Manhã,Sábado,852552
VID01867,9,79,990.0,41.0,Não,720p,Educação,Português,Não,688839,94.0,396,3,7300.0,14970,838.0,678,Não,Tarde,Domingo,468934
VID02401,17,19,364.0,50.0,Sim,1080p,Culinária,Português,Não,65365,,71,17,7594.0,42905,,833,Não,Tarde,Domingo,245858
VID01121,15,60,259.0,4.0,Não,720p,Tecnologia,Português,Sim,41374,106.0,488,28,5269.0,7546,1507.0,629,Sim,Manhã,Sexta,170997
VID01609,29,100,910.0,12.0,Não,1080p,Música,Inglês,Não,190961,36.0,400,21,7688.0,45206,4642.0,378,Não,Tarde,Sexta,1158408
VID00550,27,30,550.0,13.0,Não,1080p,Tecnologia,Inglês,Não,495841,68.0,97,20,7074.0,41470,2596.0,755,Não,Tarde,Seg-Qui,4492529
VID00157,38,63,506.0,10.0,Não,480p,Educação,Inglês,Não,113670,90.0,404,18,7391.0,39983,647.0,58,Não,Madrugada,Sexta,470955
VID00420,36,32,103.0,42.0,Não,720p,Gaming,Espanhol,Não,911383,28.0,425,14,1996.0,46116,4452.0,84,Não,Manhã,Domingo,1729678
VID00923,55,79,125.0,13.0,Sim,720p,Tecnologia,Inglês,Não,8683,34.0,105,22,7715.0,31586,2140.0,62,Não,Tarde,Sexta,362086
VID02146,42,49,545.0,33.0,Sim,720p,Educação,Espanhol,Sim,144032,61.0,58,8,2900.0,5041,1949.0,413,Sim,Madrugada,Sábado,277052
VID00478,-5,17,918.0,26.0,Não,1080p,Música,Inglês,Sim,791688,1.0,485,25,8237.0,36423,3486.0,970,Não,Tarde,Sábado,3377273
VID02387,33,37,469.0,20.0,Sim,1080p,Fitness,Português,Sim,898963,38.0,232,4,1264.0,46285,700.0,614,Não,Madrugada,Sexta,693048
VID02425,37,62,536.0,31.0,Não,1080p,Culinária,Português,Não,500379,101.0,496,8,1463.0,44327,4317.0,564,Sim,Madrugada,Domingo,572688
VID01472,24,65,700.0,13.0,Não,1080p,Culinária,Inglês,Sim,722011,2.0,142,16,4587.0,29512,164.0,861,Sim,Manhã,Domingo,1504390
VID00554,24,48,464.0,31.0,Sim,720p,Culinária,PORTUGUÊS,Sim,201649,106.0,385,9,2626.0,5384,3321.0,858,Sim,Noite,Domingo,291733
VID01203,49,54,299.0,48.0,Não,1080p,Educação,Inglês,Sim,389921,69.0,427,25,464.0,7531,2096.0,664,Não,Tarde,Seg-Qui,691439
VID00391,34,32,590.0,50.0,Não,720p,Fitness,Português,Sim,361378,55.0,226,17,1960.0,26843,3449.0,803,Sim,Noite,Sábado,409246
VID00579,13,38,68.0,6.0,Sim,1080p,Fitness,Inglês,Sim,653508,33.0,495,12,5785.0,14025,3567.0,569,Não,Noite,Domingo,1283006
VID02332,52,91,567.0,47.0,Sim,720p,Tecnologia,Português,Não,174911,94.0,147,8,997.0,35596,3252.0,19,Não,Noite,Domingo,317941
VID01682,142,87,965.0,43.0,Sim,720p,Culinária,Inglês,Não,968315,103.0,134,17,8898.0,36692,2650.0,610,Não,Manhã,Sexta,2044531
VID02285,25,92,71.0,14.0,Sim,1080p,Música,Português,Sim,396333,71.0,29,14,9014.0,48601,3728.0,176,Sim,Tarde,Sábado,844787
VID00821,9,39,539.0,13.0,Sim,480p,Gaming,Inglês,Sim,207141,3.0,369,24,3005.0,42064,656.0,782,Não,Tarde,Sexta,1003426
VID02411,12,52,186.0,1.0,Não,720p,Educação,Português,Não,726993,24.0,242,25,5642.0,24476,553.0,677,Sim,Tarde,Seg-Qui,497808
VID01007,12,94,250.0,25.0,Não,480p,Fitness,Inglês,Sim,218202,37.0,116,7,246.0,31163,4096.0,839,Não,Tarde,Sábado,663685
VID01249,20,29,634.0,19.0,Sim,1080p,Tecnologia,Inglês,Sim,136465,3.0,261,14,4350.0,39590,3571.0,986,Não,Manhã,Sábado,710843
VID01674,57,45,490.0,36.0,Sim,1080p,Música,Inglês,Não,409001,84.0,168,22,1118.0,1024,2876.0,27,Não,Manhã,Seg-Qui,1775739
VID00665,9,21,692.0,44.0,Sim,1080p,Tecnologia,Português,Não,245477,5.0,495,12,3107.0,39194,344.0,966,Não,Noite,Domingo,368016
VID02233,12,43,963.0,42.0,Sim,720p,Fitness,Espanhol,Sim,40006,66.0,327,29,5713.0,16463,4663.0,700,Não,Manhã,Domingo,229761
VID00143,34,86,88.0,28.0,Sim,1080p,Vlogs,Português,Não,628396,102.0,265,24,6302.0,46152,2485.0,581,Sim,Manhã,Sábado,710738
VID02193,37,47,309.0,22.0,Sim,720p,Gaming,Português,Sim,532689,13.0,114,5,3343.0,9407,4593.0,857,Não,Manhã,Seg-Qui,772655
VID01868,51,53,213.0,6.0,Sim,1080p,Gaming,INGLÊS,Sim,253088,94.0,449,15,9716.0,21192,3871.0,457,Não,Noite,Sexta,1178504
VID00422,18,77,569.0,32.0,Sim,1080p,Educação,Inglês,Sim,551876,54.0,73,28,5282.0,5884,4603.0,207,Não,Madrugada,Seg-Qui,1024470
VID00800,5,12,351.0,47.0,Sim,1080p,Gaming,Português,Sim,940576,9.0,433,27,8651.0,26839,274.0,3,Não,Tarde,Sexta,1287323
VID00616,11,74,204.0,40.0,Sim,1080p,Gaming,Inglês,Não,79982,81.0,491,17,9328.0,22474,2703.0,457,Não,Tarde,Sábado,674763
VID01319,6,93,575.0,43.0,Sim,1080p,Tecnologia,Português,Não,953520,51.0,424,13,8214.0,46410,3429.0,520,Não,Madrugada,Sábado,1058288
VID00296,17,30,986.0,41.0,Não,1080p,Culinária,Português,Sim,870995,47.0,435,15,4745.0,17910,1470.0,917,Não,Noite,Domingo,664703
VID00402,39,41,449.0,21.0,Sim,720p,Vlogs,Português,Sim,828900,30.0,150,18,7160.0,33401,1129.0,447,Não,Noite,Sábado,760075
VID00089,35,93,663.0,18.0,Sim,1080p,Fitness,Português,Não,914747,106.0,171,24,8396.0,45911,1809.0,538,Não,Noite,Domingo,730940
VID02440,38,77,880.0,34.0,Não,1080p,Fitness,Português,Não,611405,101.0,412,5,6652.0,24026,4180.0,211,Não,Noite,Sábado,505753
VID02480,16,44,175.0,31.0,Sim,480p,Gaming,Português,Sim,274135,83.0,452,28,2051.0,47333,89.0,996,Não,Noite,Sexta,484150
VID00132,6,75,363.0,16.0,Sim,480p,Fitness,Português,Sim,874730,4.0,10,19,2205.0,28647,121.0,793,Não,Manhã,Sexta,575585
VID01610,48,91,224.0,40.0,Sim,1080p,Tecnologia,Português,Não,333358,119.0,123,1,5206.0,36019,3886.0,79,Não,Noite,Sexta,507270
VID01599,24,97,514.0,46.0,Sim,1080p,Fitness,Espanhol,Sim,178315,112.0,288,16,4860.0,34356,3037.0,186,Não,Manhã,Sábado,373697
VID02451,55,57,587.0,30.0,Não,480p,Culinária,Português,Não,942410,87.0,429,24,3196.0,3368,4266.0,809,Não,Madrugada,Domingo,688306
VID01403,48,60,437.0,8.0,Sim,1080p,Gaming,Português,Sim,407080,51.0,93,24,3957.0,4777,1961.0,920,Não,Tarde,Seg-Qui,555753
VID02132,19,77,471.0,30.0,Sim,480p,Vlogs,Português,Não,628226,92.0,121,24,9220.0,44021,3909.0,606,Não,Manhã,Sexta,672141
VID02186,60,69,462.0,24.0,Sim,1080p,Culinária,Espanhol,Sim,326,15.0,368,6,1587.0,47989,4177.0,818,Não,Manhã,Sexta,2367827
VID02046,29,28,626.0,42.0,Sim,4K,Culinária,Português,Não,562598,2.0,58,23,705.0,30950,4496.0,355,Não,Noite,Domingo,542606
VID00725,42,53,325.0,45.0,Sim,4K,Música,Português,Não,194649,105.0,423,6,7075.0,4687,3163.0,315,Não,Madrugada,Seg-Qui,443033
VID01315,31,49,478.0,28.0,Sim,720p,Fitness,Inglês,Não,307457,62.0,364,30,6238.0,888,2176.0,617,Sim,Madrugada,Seg-Qui,795549
VID01809,39,42,637.0,,Sim,720p,Gaming,Inglês,Não,4290763,27.0,26,2,413.0,48233,3511.0,673,Não,Madrugada,Sexta,3408958
VID00270,45,97,465.0,19.0,Sim,1080p,Gaming,Português,Sim,1478,102.0,318,11,3371.0,20087,1172.0,801,Não,Tarde,Sábado,120320
VID02085,59,81,354.0,19.0,Não,1080p,Culinária,ESPANHOL,Não,130977,68.0,97,11,7643.0,46283,3217.0,647,Não,Tarde,Sábado,332613
VID02257,35,32,320.0,40.0,Não,1080p,Fitness,Português,Não,803837,96.0,204,28,6634.0,4132,1103.0,193,Não,Noite,Seg-Qui,573631
VID01373,39,34,171.0,6.0,Sim,4K,Educação,Português,Não,982553,4.0,36,16,2261.0,45506,905.0,475,Não,Noite,Sexta,631959
