car_id,brand,model_year,mileage_km,fuel_type,engine_size_liters,horsepower,transmission,drivetrain,condition,previous_owners,accident_history,service_history,air_conditioning,power_steering,power_windows,airbags_count,abs_brakes,interior_material,sound_system,sunroof,parking_sensors,warranty_months,imported,color,price_brl
CAR01454,Volkswagen,2024,104165.0,Diesel,2.0,280.0,Manual,Traseira,Bom,3.0,2+ acidentes,Sem histórico,Sim,Sim,Não,1.0,Não,Tecido,Básico,Não,Não,14.0,Não,Vermelho,31300
CAR00386,Fiat,2016,18050.0,Gasolina,1.3,150.0,Automática,Traseira,Excelente,5.0,Sem acidentes,Sem histórico,Sim,Sim,Não,7.0,Não,Tecido,Básico,Não,Não,13.0,Não,Azul,51562
CAR01617,Fiat,2019,199472.0,Flex,1.3,105.0,Manual,Dianteira,Regular,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Multimídia,Não,Sim,13.0,Não,Cinza,16455
CAR01675,Toyota,2023,175591.0,Gasolina,1.3,152.0,CVT,Dianteira,Bom,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,3.0,Não,Tecido,Multimídia,Não,Sim,21.0,Não,Prata,43645
CAR00244,Toyota,2018,167627.0,Híbrido,2.0,90.0,CVT,Dianteira,Regular,3.0,Sem acidentes,Completo,Sim,Sim,Sim,5.0,Sim,Tecido,Premium,Não,Sim,16.0,Não,Cinza,38694
CAR02486,Toyota,2018,39152.0,Híbrido,1.0,182.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Sim,34.0,Não,Azul,59860
CAR00937,Fiat,2016,125076.0,Gasolina,1.4,229.0,CVT,Dianteira,Regular,2.0,Sem acidentes,Parcial,Não,Sim,Sim,0.0,Sim,Tecido,Básico,Sim,Sim,24.0,Não,Branco,26614
CAR02165,Hyundai,2010,100632.0,Flex,1.8,110.0,Automática,Traseira,Regular,5.0,1 acidente leve,Completo,Sim,Sim,Sim,6.0,Não,Tecido,Básico,Não,Sim,22.0,Não,Branco,8000
CAR00313,Toyota,2017,149228.0,Gasolina,1.0,105.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Completo,Sim,Não,Sim,2.0,Sim,Tecido,Básico,Não,Não,10.0,Não,Branco,8000
CAR02459,Chevrolet,2021,45130.0,Gasolina,1.0,140.0,Automática,Dianteira,Regular,5.0,2+ acidentes,Completo,Sim,Sim,Não,6.0,Sim,Tecido,Básico,Não,Não,17.0,Não,Prata,15327
CAR01560,Volkswagen,2024,203640.0,Flex,1.0,240.0,Manual,Dianteira,Bom,2.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Multimídia,Não,Não,29.0,Não,Preto,29391
CAR01333,Toyota,2012,159542.0,Gasolina,2.0,174.0,Automática,4x4,Bom,4.0,Sem acidentes,Completo,Sim,Sim,Sim,6.0,Sim,Couro Sintético,Premium,Não,Não,34.0,Não,Cinza,46569
CAR00969,Toyota,2019,169344.0,Diesel,1.4,86.0,Automática ,Dianteira,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Sim,Tecido,Básico,Não,Não,33.0,Não,Cinza,36831
CAR00661,Toyota,2011,236800.0,Gasolina,1.0,176.0,Manual ,Traseira,Bom,2.0,1 acidente leve,Completo,Sim,Sim,Sim,4.0,Sim,Couro Sintético,Básico,Não,Sim,28.0,Não,Vermelho,8000
CAR00936,Ford,2010,66510.0,Flex,1.8,200.0,Automática,Traseira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Sim,Couro Legítimo,Premium,Não,Sim,26.0,Não,Azul,54379
CAR00371,Toyota,2015,127049.0,Gasolina,1.4,77.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,6.0,Sim,Couro Sintético,Premium,Sim,Sim,20.0,Não,Prata,33511
CAR00567,Ford,2016,408752.0,Diesel,1.8,101.0,Manual,Dianteira,Excelente,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Não,Tecido,Multimídia,Não,Não,22.0,Não,Azul,28600
CAR02002,Fiat,2021,133652.0,Diesel,1.4,76.0,Manual,Dianteira,Regular,4.0,Sem acidentes,Parcial,Sim,Não,Não,4.0,Sim,Tecido,Premium,Não,Não,21.0,Não,Azul,19567
CAR00825,Volkswagen,2022,66753.0,Flex,1.3,287.0,Manual,Dianteira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Não,4.0,Sim,Couro Legítimo,Premium,Não,Não,17.0,Não,Vermelho,83889
CAR00983,Honda,2024,239433.0,Flex,1.6,76.0,Manual,Dianteira,Regular,5.0,Sem acidentes,Completo,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Sim,Não,22.0,Sim,Prata,36462
CAR02024,Honda,2023,230285.0,Flex,1.4,155.0,CVT,Traseira,Bom,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Não,14.0,Não,Vermelho,24530
CAR01507,Volkswagen,2012,146417.0,Flex,1.0,93.0,Manual,Dianteira,Bom,2.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Básico,Não,Sim,5.0,Não,Prata,8000
CAR02167,Ford,2018,215307.0,Gasolina,1.0,120.0,Manual,Dianteira,Ruim,2.0,Sem acidentes,Completo,Sim,Sim,Não,0.0,Não,Couro Sintético,Básico,Não,Sim,10.0,Não,Prata,8000
CAR01747,Chevrolet,2016,18233.0,Gasolina,1.4,201.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Não,5.0,Não,Tecido,Básico,Não,Sim,27.0,Não,Cinza,57743
CAR00814,Ford,2016,232052.0,Flex,1.6,154.0,Manual,4x4,Regular,1.0,2+ acidentes,Sem histórico,Sim,Não,Sim,0.0,Sim,Couro Sintético,Básico,Não,Sim,11.0,Não,Branco,8000
CAR01431,Volkswagen,2022,,Gasolina,1.3,78.0,Automática,Traseira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Sim,3.0,Sim,Tecido,Multimídia,Não,Não,27.0,Sim,Branco,52645
CAR00779,Ford,2023,111616.0,Flex,1.6,293.0,Manual,4x4,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Legítimo,Básico,Não,Sim,11.0,Não,Azul,50080
CAR01321,Hyundai,2014,89425.0,Flex,1.0,120.0,Manual,Dianteira,Regular,4.0,Sem acidentes,Completo,Sim,Sim,Sim,2.0,Sim,Tecido,Premium,Não,Não,17.0,Sim,Branco,19574
CAR01557,Chevrolet,2017,39700.0,Flex,1.6,183.0,Automática,Dianteira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Não,3.0,Não,Tecido,Básico,Não,Não,20.0,Não,Vermelho,35392
CAR01053,Toyota,2012,225283.0,Etanol,1.0,200.0,CVT,Traseira,Ruim,2.0,Sem acidentes,Completo,Sim,Sim,Sim,5.0,Sim,Tecido,Multimídia,Não,Não,24.0,Não,Vermelho,17312
CAR01856,Ford,2013,20641.0,Flex,1.8,238.0,Automática,Dianteira,Bom,3.0,1 acidente leve,Sem histórico,Sim,Sim,Não,7.0,Sim,Tecido,Multimídia,Não,Não,1.0,Não,Branco,27051
CAR01014,Ford,2022,184009.0,Diesel,1.0,160.0,Manual,Dianteira,Regular,3.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,3.0,Sim,Tecido,Premium,Não,Sim,1.0,Não,Azul,8000
CAR01402,Hyundai,2021,57446.0,Gasolina,1.0,210.0,Automática,Traseira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Não,Tecido,Básico,Não,Não,32.0,Não,Prata,45983
CAR01750,Chevrolet,2013,161140.0,Flex,1.3,300.0,Manual,Dianteira,Ruim,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Básico,Não,Não,29.0,Não,Prata,8363
CAR02090,Toyota,2010,235183.0,Gasolina,1.4,294.0,Automática,Traseira,Bom,4.0,Sem acidentes,Sem histórico,Sim,Sim,Não,7.0,Sim,Tecido,Premium,Não,Sim,29.0,Não,Azul,8000
CAR02326,Hyundai,2015,74518.0,Gasolina,1.6,141.0,Automatizada,Dianteira,Excelente,4.0,Sem acidentes,Completo,Sim,Sim,Não,8.0,Sim,Tecido,Premium,Não,Não,16.0,Sim,Cinza,44317
CAR00127,Hyundai,2020,133727.0,Elétrico,1.4,103.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Completo,Sim,Não,Sim,1.0,Sim,Couro Sintético,Básico,Não,Não,27.0,Não,Branco,56525
CAR00888,Honda,2015,115107.0,Gasolina,1.3,210.0,Automática,Dianteira,Bom,5.0,Sem acidentes,Completo,Não,Sim,Sim,6.0,Não,Couro Sintético,Básico,Sim,Não,4.0,Não,Prata,43802
CAR02060,Toyota,2022,228122.0,Etanol,1.0,75.0,Manual,Dianteira,Ruim,5.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,8.0,Não,Tecido,Multimídia,Sim,Não,14.0,Não,Preto,8000
CAR01348,Fiat,2024,71677.0,Gasolina,1.8,218.0,Manual,Dianteira,Regular,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Não,Tecido,Multimídia,Não,Não,2.0,Não,Prata,41483
CAR01008,Honda,2016,161379.0,Flex,1.4,285.0,Automatizada,Dianteira,Bom,1.0,1 acidente leve,Completo,Sim,Sim,Sim,,Sim,Tecido,Básico,Não,Sim,23.0,Sim,Preto,40116
CAR00356,Toyota,2012,224571.0,Flex,2.4,137.0,Manual,Traseira,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Não,7.0,Sim,Couro Sintético,Premium,Não,Não,34.0,Não,Vermelho,8000
CAR01004,Toyota,2024,60480.0,Flex,1.6,142.0,Automática,Dianteira,Bom,4.0,2+ acidentes,Completo,Não,Sim,Sim,7.0,Sim,Tecido,Premium,Não,Sim,34.0,Não,Branco,51677
CAR00683,Hyundai,2016,157353.0,Gasolina,1.6,180.0,Automática,Dianteira,Bom,3.0,2+ acidentes,Parcial,Sim,Sim,Não,8.0,Sim,Tecido,Básico,Não,Sim,25.0,Não,Preto,8000
CAR00828,Chevrolet,2022,166888.0,Gasolina,1.8,287.0,Manual,Dianteira,Regular,5.0,1 acidente leve,Parcial,Sim,Não,Sim,5.0,Não,Tecido,Multimídia,Não,Não,18.0,Não,Prata,8214
CAR30290,Fiat,2021,237204.0,Flex,2.0,77.0,Automática,4x4,Regular,3.0,Sem acidentes,Completo,Sim,Sim,Não,1.0,Sim,Couro Sintético,Básico,Não,Não,11.0,Não,Vermelho,29180
CAR00985,Honda,2010,230708.0,Diesel,2.4,122.0,Automática,Dianteira,Excelente,4.0,1 acidente leve,Completo,Sim,Sim,Não,0.0,Sim,Tecido,Básico,Sim,Não,11.0,Sim,Vermelho,8000
CAR01234,Hyundai,2010,116603.0,Gasolina,1.4,206.0,Automática,Traseira,Regular,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Não,Couro Sintético,Multimídia,Não,Sim,31.0,Não,Cinza,28824
CAR02474,Chevrolet,2011,193069.0,Flex,1.6,225.0,Manual,Dianteira,Regular,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,1.0,Sim,Tecido,Básico,Não,Sim,33.0,Sim,Vermelho,8000
CAR00141,Hyundai,2015,241994.0,Elétrico,1.4,260.0,Manual,4x4,Bom,1.0,2+ acidentes,Parcial,Sim,Sim,Sim,6.0,Não,Couro Sintético,Básico,Não,Não,23.0,Não,Cinza,43116
CAR00218,Fiat,2019,47998.0,Elétrico,1.6,264.0,Automatizada,Dianteira,Excelente,5.0,2+ acidentes,Completo,Sim,Sim,Não,8.0,Não,Couro Sintético,Premium,Não,Não,8.0,Não,Prata,86035
CAR02067,Volkswagen,2023,154351.0,Flex,1.4,224.0,CVT,Dianteira,Regular,1.0,Sem acidentes,Completo,Sim,Sim,Não,3.0,Sim,Tecido,Básico,Não,Não,7.0,Não,Vermelho,47333
CAR02175,Volkswagen,2018,54877.0,Flex,1.8,282.0,CVT,Dianteira,Regular,2.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,3.0,Sim,Tecido,Básico,Não,Sim,16.0,Não,Vermelho,33794
CAR02237,Volkswagen,2015,55772.0,Etanol,1.0,85.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Couro Legítimo,Multimídia,Não,Sim,21.0,Não,Preto,38810
CAR01741,Chevrolet,2023,205532.0,Diesel,1.6,242.0,Manual,Dianteira,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Tecido,Premium,Não,Sim,13.0,Não,Vermelho,25736
CAR01489,Hyundai,2013,170129.0,Diesel,1.3,279.0,Automática,Dianteira,Regular,2.0,Sem acidentes,Parcial,Sim,Sim,Não,5.0,Sim,Tecido,Multimídia,Não,Não,14.0,Não,Azul,24592
CAR00023,Honda,2021,240796.0,Diesel,1.6,124.0,Automatizada,Dianteira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Não,Não,1.0,Não,Branco,8000
CAR00712,Hyundai,2013,102088.0,Flex,1.0,234.0,Manual,Dianteira,Ruim,3.0,Sem acidentes,Completo,Não,Sim,Não,2.0,Sim,Couro Sintético,Premium,Sim,Sim,11.0,Não,Prata,22126
CAR01158,Ford,2022,133585.0,Diesel,2.0,174.0,Manual,Dianteira,Ruim,4.0,1 acidente leve,Sem histórico,Sim,Sim,Sim,2.0,Sim,Couro Legítimo,Premium,Não,Sim,3.0,Não,Preto,228606
CAR01801,Honda,2012,191093.0,Diesel,1.4,210.0,Manual,Dianteira,Excelente,2.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Básico,Não,Sim,14.0,Sim,Prata,8000
CAR00872,Ford,2019,214653.0,Flex,1.4,135.0,Automática,Dianteira,Excelente,3.0,2+ acidentes,Completo,Sim,Sim,Sim,4.0,Não,Tecido,Básico,Não,Sim,4.0,Não,Vermelho,8000
CAR02283,Toyota,2014,216015.0,Gasolina,1.4,218.0,Automática,Dianteira,Bom,2.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,3.0,Não,Couro Sintético,Premium,Não,Não,23.0,Não,Preto,16364
CAR00011,Hyundai,2020,10939.0,Flex,1.6,182.0,Manual,Dianteira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Não,4.0,Sim,Couro Sintético,Básico,Não,Não,33.0,Não,Cinza,55151
CAR02130,Hyundai,2012,152878.0,Gasolina,1.4,286.0,Manual,4x4,Excelente,1.0,Sem acidentes,Parcial,Não,Sim,Sim,5.0,Não,Couro Legítimo,Premium,Não,Não,9.0,Não,Preto,43534
CAR02376,Honda,2011,68928.0,Flex,1.8,163.0,Automática,4x4,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Não,26.0,Não,Branco,48804
CAR01736,Hyundai,2011,27800.0,Flex,1.0,89.0,Manual,Traseira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Sim,Tecido,Básico,Não,Sim,19.0,Não,Azul,8000
CAR01316,Volkswagen,2019,136642.0,Gasolina,2.4,213.0,CVT,Traseira,Bom,2.0,Sem acidentes,Completo,Sim,Sim,Não,0.0,Sim,Couro Legítimo,Básico,Sim,Não,17.0,Não,Branco,69513
CAR00755,Honda,2019,86982.0,Flex,1.3,71.0,Manual,Dianteira,Bom,5.0,1 acidente leve,Parcial,Não,Não,Não,3.0,Sim,Tecido,Básico,Não,Sim,10.0,Não,Branco,8000
CAR00627,Toyota,2012,6920.0,Flex,1.3,257.0,Automática,Dianteira,Regular,2.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Multimídia,Não,Não,11.0,Não,Prata,36870
CAR02239,Toyota,2021,45149.0,Gasolina,1.0,147.0,Automatizada,4x4,Bom,4.0,1 acidente leve,Completo,Não,Não,Sim,8.0,Não,Couro Sintético,Multimídia,Não,Sim,29.0,Não,Vermelho,85149
CAR01500,Fiat,2010,155592.0,Flex,2.4,114.0,Manual,4x4,Regular,2.0,1 acidente leve,Completo,Sim,Sim,Não,5.0,Sim,Couro Sintético,Premium,Não,Sim,9.0,Não,Branco,11687
CAR00130,Toyota,2023,141039.0,Diesel,1.6,189.0,Automática,Dianteira,Bom,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Básico,Não,Sim,2.0,Não,Prata,43697
CAR00844,Volkswagen,2022,240595.0,Flex,1.0,175.0,Automática,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Não,3.0,Sim,Tecido,Premium,Não,Sim,33.0,Não,Vermelho,30737
CAR00324,Hyundai,2013,232189.0,Elétrico,2.0,279.0,Manual,Dianteira,Bom,3.0,2+ acidentes,Parcial,Sim,Sim,Sim,8.0,Sim,Tecido,Básico,Não,Não,6.0,Não,Prata,8000
CAR02342,Toyota,2013,85152.0,Elétrico,3.0,279.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Básico,Não,Não,15.0,Não,Prata,55017
CAR01484,Toyota,2016,146407.0,Flex,1.3,177.0,Automática,Dianteira,Bom,4.0,Sem acidentes,Parcial,Sim,Sim,Não,2.0,Sim,Couro Sintético,Premium,Não,Não,29.0,Não,Prata,35219
CAR01285,Honda,2021,127564.0,Diesel,1.8,175.0,Automática,Dianteira,Bom,5.0,1 acidente leve,Completo,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Multimídia,Não,Não,20.0,Não,Azul,64013
CAR02441,Hyundai,2020,5320.0,Flex,1.4,171.0,Automatizada,Dianteira,Excelente,4.0,1 acidente leve,Parcial,Não,Sim,Sim,3.0,Sim,Tecido,Premium,Sim,Não,29.0,Não,Vermelho,60996
CAR00015,Chevrolet,2015,236072.0,Gasolina,1.4,262.0,CVT,Dianteira,Bom,4.0,1 acidente leve,Parcial,Sim,Sim,Não,1.0,Não,Tecido,Básico,Não,Não,32.0,Não,Cinza,8000
CAR00948,Honda,2013,41413.0,Flex,1.4,133.0,Automática,Traseira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Não,4.0,Sim,Tecido,Básico,Não,Não,35.0,Não,Cinza,33494
CAR00216,Toyota,2017,216142.0,Flex,2.4,220.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Não,Sim,Não,3.0,Não,Couro Sintético,Premium,Não,Sim,6.0,Não,Preto,8919
CAR01663,Toyota,2020,76128.0,Gasolina,1.8,156.0,Automatizada,Dianteira,Regular,4.0,2+ acidentes,Parcial,Sim,Sim,Sim,5.0,Sim,Tecido,Básico,Não,Não,27.0,Não,Cinza,16588
CAR01981,Ford,2021,154888.0,Diesel,1.8,112.0,CVT,Dianteira,Regular,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Básico,Sim,Não,2.0,Sim,Branco,49247
CAR01183,Fiat,2011,217642.0,Diesel,1.6,209.0,Manual,Dianteira,Bom,,1 acidente leve,Completo,Sim,Não,Sim,5.0,Sim,Tecido,Multimídia,Sim,Não,,Não,Vermelho,8000
CAR01690,Volkswagen,2022,248154.0,Híbrido,1.8,164.0,Manual,4x4,Bom,2.0,Sem acidentes,Parcial,Sim,Sim,Sim,4.0,Sim,Couro Sintético,Premium,Não,Sim,8.0,Não,Prata,62915
CAR02390,Fiat,2013,65380.0,Etanol,2.4,149.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Completo,Sim,Sim,Sim,0.0,Sim,Couro Legítimo,Premium,Não,Sim,2.0,Não,Branco,8000
CAR00865,Chevrolet,2021,222537.0,Gasolina,1.3,96.0,CVT,Dianteira,Bom,5.0,1 acidente leve,Parcial,Sim,Sim,Não,7.0,Sim,Couro Legítimo,Básico,Não,Não,23.0,Não,Cinza,12987
CAR00517,Fiat,2021,86486.0,Etanol,1.8,182.0,Automática,Dianteira,Regular,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Básico,Não,Sim,4.0,Não,Cinza,24596
CAR00598,Chevrolet,2023,23689.0,Gasolina,2.0,117.0,Automática,Dianteira,Regular,5.0,Sem acidentes,Parcial,Sim,Não,Sim,1.0,Sim,Tecido,Multimídia,Não,Sim,30.0,Não,Preto,41865
CAR00196,Fiat,2013,223512.0,Flex,1.6,265.0,CVT,Dianteira,Bom,1.0,Sem acidentes,Parcial,Não,Sim,Não,6.0,Sim,Tecido,Premium,Não,Não,10.0,Não,Cinza,9131
CAR01278,Volkswagen,2012,220250.0,Gasolina,1.6,284.0,Manual,Dianteira,Bom,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,3.0,Sim,Couro Sintético,Básico,Não,Não,3.0,Não,Azul,8000
CAR00289,Hyundai,2016,90076.0,Etanol,1.4,204.0,CVT,Traseira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Não,7.0,Sim,Tecido,Multimídia,Não,Não,17.0,Sim,Prata,57186
CAR00951,Hyundai,2017,70048.0,Flex,1.4,276.0,CVT,Dianteira,Regular,5.0,1 acidente leve,Parcial,Sim,Sim,Sim,2.0,Não,Tecido,Básico,Sim,Não,9.0,Não,Azul,28795
CAR02370,Chevrolet,2019,215834.0,Diesel,1.6,,CVT,Dianteira,Bom,,Sem acidentes,Parcial,Sim,Sim,Não,1.0,Sim,Tecido,Básico,Sim,Não,21.0,Não,Azul,23984
CAR01867,Honda,2022,129591.0,Flex,1.0,253.0,Manual,Traseira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,6.0,Não,Tecido,Básico,Não,Sim,13.0,Não,Cinza,51578
CAR02401,Chevrolet,2013,243057.0,Flex,1.4,236.0,Manual,Dianteira,Excelente,2.0,Sem acidentes,Completo,Sim,Sim,Sim,4.0,Sim,Tecido,Premium,Sim,Sim,13.0,Não,Vermelho,8000
CAR01121,Toyota,2019,115986.0,Etanol,1.4,95.0,Manual,Traseira,Regular,3.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Tecido,Premium,Não,Não,20.0,Não,Cinza,30664
CAR01609,Chevrolet,2022,145090.0,Etanol,1.4,119.0,Automática,Dianteira,Bom,5.0,2+ acidentes,Sem histórico,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Multimídia,Não,Não,1.0,Não,Preto,8000
CAR00550,Fiat,2024,131155.0,Gasolina,1.4,98.0,Manual,Dianteira,Bom,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,8.0,Não,Tecido,Multimídia,Sim,Sim,34.0,Não,Vermelho,35714
CAR00157,Ford,2015,189646.0,Gasolina,1.0,164.0,Manual ,Dianteira,Ruim,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,5.0,Não,Couro Legítimo,Básico,Não,Sim,1.0,Não,Azul,8000
CAR00420,Ford,2011,237866.0,Gasolina,1.0,206.0,Automática,Dianteira,Regular,5.0,Sem acidentes,Parcial,Sim,Sim,Sim,2.0,Sim,Tecido,Básico,Não,Sim,16.0,Não,Branco,8000
CAR00923,Hyundai,2014,148279.0,Flex,1.4,95.0,Manual,Dianteira,Bom,1.0,2+ acidentes,Sem histórico,Sim,Sim,Não,5.0,Sim,Couro Legítimo,Premium,Não,Não,16.0,Não,Branco,8000
CAR02146,Fiat,2017,98078.0,Etanol,1.0,,Manual,Dianteira,Regular,2.0,Sem acidentes,Completo,Sim,Sim,Sim,,Não,Tecido,Premium,Não,Sim,16.0,Não,Vermelho,11935
CAR00478,Volkswagen,2020,51289.0,Gasolina,1.3,273.0,CVT,Dianteira,Bom,3.0,2+ acidentes,Parcial,Sim,Sim,Não,3.0,Não,Tecido,Multimídia,Sim,Não,15.0,Não,Azul,36762
CAR02387,Volkswagen,2010,234653.0,Flex,1.6,297.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Parcial,Não,Sim,Sim,4.0,Sim,Tecido,Básico,Não,Sim,19.0,Não,Branco,8000
CAR02425,Hyundai,2016,36831.0,Flex,1.3,94.0,Manual,Traseira,Regular,2.0,2+ acidentes,Sem histórico,Sim,Sim,Não,7.0,Sim,Tecido,Multimídia,Não,Sim,35.0,Não,Cinza,8000
CAR01472,Hyundai,2019,154886.0,Etanol,1.4,255.0,Automática,Dianteira,Regular,3.0,1 acidente leve,Completo,Sim,Sim,Sim,0.0,Sim,Couro Sintético,Multimídia,Não,Não,15.0,Não,Branco,21719
CAR00554,Ford,2018,50833.0,Flex,1.6,72.0,CVT,Dianteira,Bom,2.0,1 acidente leve,Completo,Sim,Sim,Sim,8.0,Sim,Couro Sintético,Premium,Não,Não,28.0,Sim,Vermelho,52717
CAR01203,Ford,2019,164973.0,Flex,1.8,186.0,Automatizada,Dianteira,Bom,4.0,Sem acidentes,Sem histórico,Sim,Sim,Sim,6.0,Sim,Tecido,Multimídia,Não,Não,1.0,Não,Prata,14298
CAR00391,Fiat,2013,67021.0,Etanol,1.4,119.0,Manual,Dianteira,Ruim,3.0,2+ acidentes,Completo,Sim,Sim,Sim,6.0,Sim,Couro Sintético,Básico,Sim,Não,6.0,Não,Vermelho,8000
CAR00579,Chevrolet,2016,237930.0,Flex,1.4,231.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Sim,Couro Sintético,Básico,Não,Não,30.0,Não,Branco,21953
CAR02332,Ford,2013,17748.0,Diesel,1.6,221.0,Automatizada,Dianteira,Bom,1.0,2+ acidentes,Completo,Não,Sim,Sim,6.0,Sim,Couro Legítimo,Multimídia,Não,Sim,26.0,Não,Prata,46121
CAR01682,Honda,2017,100402.0,Gasolina,1.6,107.0,CVT,Dianteira,Bom,4.0,Sem acidentes,Completo,Sim,Não,Não,7.0,Sim,Couro Legítimo,Básico,Não,Não,24.0,Não,Prata,55373
CAR02285,Toyota,2017,36422.0,Gasolina,1.4,166.0,Manual,Traseira,Bom,1.0,Sem acidentes,Parcial,Sim,Sim,Sim,1.0,Não,Couro Sintético,Básico,Não,Não,4.0,Não,Azul,49414
CAR00821,Hyundai,2018,67061.0,Etanol,1.6,218.0,CVT,Dianteira,Bom,1.0,Sem acidentes,Completo,Sim,Sim,Não,3.0,Sim,Tecido,Básico,Não,Sim,3.0,Não,Prata,50026
CAR02411,Ford,2015,5287.0,Flex,1.6,165.0,Manual,Dianteira,Excelente,5.0,Sem acidentes,Completo,Sim,Sim,Não,2.0,Sim,Couro Sintético,Premium,Sim,Sim,10.0,Não,Cinza,49069
CAR01007,Chevrolet,2020,123094.0,Flex,1.8,200.0,Manual,Dianteira,Bom,4.0,Sem acidentes,Parcial,Não,Sim,Não,3.0,Não,Tecido,Premium,Não,Não,16.0,Não,Prata,29477
CAR01249,Fiat,2020,169759.0,Híbrido,1.0,296.0,Manual,Dianteira,Regular,4.0,Sem acidentes,Parcial,Sim,Sim,Sim,7.0,Sim,Tecido,Premium,Sim,Sim,31.0,Não,Preto,51242
CAR01674,Ford,2024,230292.0,Gasolina,1.0,289.0,Automática,Dianteira,Bom,1.0,Sem acidentes,Sem histórico,Sim,Sim,Não,6.0,Não,Tecido,Premium,Não,Sim,23.0,Não,Azul,38510
CAR00665,Chevrolet,2019,15451.0,Flex,1.0,76.0,Automática,Traseira,Regular,1.0,1 acidente leve,Parcial,Sim,Sim,Sim,7.0,Não,Tecido,Premium,Sim,Sim,4.0,Não,Branco,55599
CAR02233,Fiat,2017,113297.0,Diesel,1.8,126.0,Automática,Traseira,Regular,2.0,Sem acidentes,Parcial,Não,Sim,Não,1.0,Não,Couro Legítimo,Multimídia,Não,Não,17.0,Não,Azul,43032
