restaurant_id,location_type,neighborhood_safety,parking_available,outdoor_seating,cuisine_type,price_range,seating_capacity,years_in_business,waiters_count,avg_service_time_min,accepts_reservations,delivery_service,health_inspection_score,chef_experience_years,menu_variety_items,daily_specials,has_website,social_media_followers,instagram_posts_count,online_reviews_count,live_music,kids_friendly,accepts_groups,average_rating
REST01584,Bairro Nobre,Média,Sim,Não,Árabe,Caro,36,26,9.0,25,Não,Não,97.95,23.0,64,Não,Sim,39410.0,227,185,Não,Sim,Não,5.0
REST00713,Bairro Nobre,Média,Não,Sim,Japonesa,Muito Caro,129,9,13.0,25,Sim,Não,72.48,22.0,87,Não,Não,20118.0,744,621,Não,Não,Sim,5.0
REST00073,Shopping,Média,Não,Não,Americana,Econômico,186,22,18.0,47,Sim,Sim,67.93,25.0,39,Sim,Sim,24295.0,269,1558,Não,Sim,Sim,4.93
REST02210,Shopping,Alta,Não,Não,Italiana,Caro,168,24,11.0,68,Sim,Não,72.75,20.0,137,Sim,Não,15102.0,916,1169,Sim,Não,Sim,4.97
REST02423,Subúrbio,Alta,Sim,Não,Japonesa,Moderado,103,22,15.0,15,Não,Não,86.5,29.0,129,Sim,Sim,27217.0,406,467,Não,Sim,Sim,5.0
REST00482,Periferia,Baixa,Sim,Não,Americana,Econômico,130,3,13.0,21,Sim,Sim,52.16,6.0,136,Não,Sim,40582.0,898,610,Não,Não,Sim,3.93
REST02275,Centro,Alta,Sim,Não,Americana,Econômico,86,15,14.0,29,Não,Sim,53.22,8.0,147,Não,Sim,26814.0,936,806,Não,Sim,Sim,5.0
REST01455,Centro,Média,Sim,Não,Italiana,Econômico,191,16,13.0,27,Sim,Sim,66.44,2.0,107,Sim,Sim,17690.0,363,242,Não,Não,Não,5.0
REST01172,Bairro Nobre,Alta,Não,Sim,Americana,Caro,154,29,20.0,21,Sim,Sim,60.82,27.0,54,Não,Sim,32775.0,331,1478,Não,Sim,Sim,5.0
REST02056,Periferia,Média,Sim,Não,Vegetariana,Econômico,186,0,14.0,89,Sim,Não,55.14,27.0,134,Sim,Não,27939.0,748,729,Não,Sim,Sim,3.97
REST01881,Subúrbio,Alta,Não,Sim,Vegetariana,Caro,21,3,12.0,80,Sim,Não,64.27,14.0,13,Sim,Sim,43538.0,135,300,Não,Sim,Sim,4.51
REST00406,Shopping,Média,Sim,Não,Árabe,Caro,109,27,7.0,61,Sim,Sim,86.48,27.0,96,Sim,Não,12261.0,401,1541,Não,Não,Sim,5.0
REST00758,Bairro Nobre,Média,Não,Não,Árabe,Caro,23,13,2.0,49,Sim,Sim,58.64,7.0,96,Não,Não,5304.0,425,111,Sim,Não,Sim,3.86
REST01396,Subúrbio,Baixa,Sim,Não,Vegetariana,Moderado,181,12,5.0,18,Sim,Sim,80.07,18.0,78,Não,Não,48898.0,984,1717,Sim,Não,Sim,5.0
REST01659,Centro,Alta,Sim,Não,Italiana,Caro,163,27,10.0,28,Sim,Sim,84.94,16.0,109,Sim,Não,27559.0,338,1951,Não,Sim,Sim,5.0
REST01338,Centro,Média,Não,Sim,Brasileira,Moderado,102,3,20.0,46,Sim,Não,84.45,9.0,33,Sim,Sim,49513.0,657,1413,Não,Sim,Sim,4.91
REST01810,Centro,Média,Sim,Sim,Brasileira,Muito Caro,110,30,11.0,82,Sim,Sim,78.71,24.0,147,Não,Sim,2572.0,739,1990,Não,Não,Sim,5.0
REST00744,Shopping,Média,Sim,Não,Americana,Econômico,168,28,4.0,58,Não,Sim,54.55,17.0,18,Não,Não,10183.0,640,767,Não,Não,Sim,4.64
REST00807,Subúrbio,Média,Sim,Não,Americana,Moderado,138,22,15.0,32,Não,Sim,67.85,19.0,26,Não,Sim,30425.0,842,1676,Não,Não,Sim,5.0
REST02327,Bairro Nobre,Média,Não,Não,Italiana,Moderado,166,0,4.0,41,Não,Sim,65.44,20.0,37,Sim,Sim,32035.0,534,881,Não,Sim,Sim,5.0
REST01350,Centro,Média,Sim,Não,Italiana,Moderado,148,28,9.0,69,Não,Não,66.47,22.0,72,Sim,Sim,13715.0,588,1327,Sim,Sim,Sim,4.52
REST01940,Bairro Nobre,Alta,Não,Sim,Japonesa,Econômico,174,3,7.0,86,Sim,Sim,72.85,22.0,148,Não,Não,42625.0,328,380,Sim,Não,Não,5.0
REST01469,Centro,Baixa,Sim,Não,Japonesa,Caro,199,30,17.0,22,Não,Sim,94.69,21.0,38,Sim,Não,7045.0,596,772,Não,Sim,Não,5.0
REST00149,Bairro Nobre,Baixa,Não,Não,Italiana,Muito Caro,113,9,12.0,32,Não,Sim,80.47,28.0,83,Não,Não,23083.0,320,94,Não,Não,Sim,5.0
REST01260,Centro,Alta,Não,Não,Vegetariana,Moderado,125,17,9.0,58,Não,Sim,94.92,9.0,21,Sim,Sim,32389.0,141,456,Não,Não,Não,5.0
REST01513,Bairro Nobre,Média,Sim,Sim,Vegetariana,Econômico,71,7,18.0,30,Sim,Sim,61.17,17.0,38,Não,Sim,43904.0,554,1354,Sim,Não,Sim,5.0
REST00693,Periferia,Alta,Sim,Não,Italiana,Moderado,145,11,6.0,61,Sim,Sim,50.69,18.0,143,Não,Não,48613.0,538,667,Não,Não,Não,4.28
REST00819,Shopping,Média,Não,Não,Japonesa,Econômico,117,23,15.0,24,Sim,Sim,53.83,21.0,31,Não,Sim,15928.0,23,1898,Não,Não,Sim,5.0
REST01798,Shopping,Baixa,Não,Sim,Brasileira,Muito Caro,175,12,11.0,19,Sim,Sim,51.07,5.0,43,Sim,Não,35237.0,336,788,Não,Sim,Sim,4.07
REST01478,Shopping,Alta,Não,Não,Japonesa,Caro,71,29,6.0,57,Sim,Não,79.65,26.0,60,Sim,Não,21826.0,272,1583,Não,Sim,Sim,5.0
REST01755,Subúrbio,Baixa,Sim,Não,Italiana,Moderado,25,24,7.0,52,Sim,Sim,61.83,24.0,150,Sim,Não,14327.0,465,327,Sim,Sim,Sim,4.77
REST00702,Subúrbio,Alta,Sim,Sim,Italiana,Econômico,162,7,3.0,77,Não,Sim,71.5,18.0,57,Não,Sim,42733.0,585,1559,Sim,Não,Sim,4.87
REST02230,Subúrbio,Média,Sim,Não,Brasileira,Caro,172,20,20.0,76,Sim,Sim,55.7,6.0,132,Não,Sim,32791.0,139,1909,Sim,Não,Não,4.1
REST00922,Shopping,Média,Não,Sim,Italiana,Caro,77,7,18.0,62,Sim,Sim,88.12,13.0,49,Sim,Não,44545.0,461,1444,Não,Não,Não,5.0
REST00906,Bairro Nobre,Alta,Sim,Não,Vegetariana,Caro,163,1,6.0,63,Não,Sim,61.65,19.0,64,Não,Sim,21899.0,186,1051,Sim,Não,Sim,4.45
REST00455,Periferia,Média,Não,Não,Japonesa,Econômico,140,17,7.0,63,Não,Não,75.11,25.0,116,Não,Sim,5340.0,906,1514,Sim,Não,Sim,5.0
REST02359,Shopping,Baixa,Não,Sim,Brasileira,Econômico,169,22,8.0,58,Não,Não,52.1,12.0,13,Sim,Não,42656.0,34,471,Não,Não,Sim,3.6
REST01835,Centro,Alta,Sim,Não,Vegetariana,Moderado,61,22,3.0,18,Sim,Sim,89.31,11.0,45,Sim,Não,40849.0,498,1538,Não,Não,Não,5.0
REST02367,Subúrbio,Baixa,Não,Não,Japonesa,Moderado,180,21,9.0,85,Sim,Sim,72.8,7.0,71,Não,Sim,28122.0,944,1077,Não,Sim,Sim,3.95
REST00168,Subúrbio,Baixa,Não,Não,Japonesa,Caro,168,24,15.0,18,Não,Sim,67.87,13.0,41,Sim,Sim,27439.0,830,1271,Não,Não,Sim,4.85
REST00731,Shopping,Média,Não,Não,Árabe,Moderado,44,7,13.0,48,Sim,Sim,71.15,9.0,115,Sim,Sim,27193.0,76,671,Não,Sim,Sim,4.97
REST01615,Centro,Média,Sim,Sim,Brasileira,Econômico,165,15,5.0,59,Sim,Não,56.61,23.0,75,Sim,Sim,42145.0,428,1227,Sim,Não,Sim,4.74
REST00027,Subúrbio,Média,Sim,Sim,Vegetariana,Moderado,119,10,17.0,51,Sim,Sim,68.98,30.0,75,Não,Sim,20253.0,487,1840,Não,Não,Sim,4.89
REST01378,Bairro Nobre,Média,Sim,Sim,Árabe,Moderado,91,30,6.0,36,Sim,Sim,83.06,20.0,125,Sim,Sim,5121.0,657,203,Não,Sim,Sim,5.0
REST01559,Centro,Baixa,Sim,Não,Japonesa,Moderado,72,25,10.0,46,Sim,Não,84.78,28.0,149,Sim,Sim,14965.0,548,1718,Não,Não,Sim,5.0
REST00998,Centro,Média,Sim,Não,Brasileira,Moderado,99,28,7.0,31,Sim,Sim,51.84,9.0,128,Não,Sim,34372.0,771,390,Sim,Sim,Não,4.65
REST01177,Bairro Nobre,Média,Sim,Sim,Japonesa,Muito Caro,120,18,15.0,56,Sim,Sim,50.67,2.0,80,Sim,Sim,2049.0,247,584,Não,Não,Não,4.69
REST01041,Subúrbio,Média,Sim,Não,Brasileira,Moderado,162,17,8.0,29,Sim,Sim,97.2,8.0,75,Não,Sim,12159.0,220,213,Não,Sim,Sim,5.0
REST01660,Periferia,Alta,Não,Não,Americana,Moderado,159,16,17.0,83,Sim,Não,77.37,21.0,149,Sim,Sim,40000.0,19,625,Não,Não,Sim,5.0
REST01287,Subúrbio,Alta,Não,Não,Japonesa,Caro,107,26,11.0,27,Sim,Sim,57.2,3.0,35,Não,Sim,44487.0,945,855,Não,Não,Não,5.0
REST02331,Centro,Média,Sim,Não,Americana,Moderado,94,11,4.0,64,Não,Não,99.05,11.0,72,Sim,Sim,12974.0,914,689,Sim,Não,Sim,5.0
REST00042,Centro,Média,Sim,Não,Americana,Econômico,189,30,5.0,81,Sim,Sim,65.08,14.0,84,Não,Sim,23019.0,16,79,Não,Não,Sim,4.56
REST01903,Bairro Nobre,Média,Sim,Sim,Italiana,Econômico,33,17,11.0,60,Sim,Sim,76.13,14.0,98,Sim,Não,31986.0,174,1466,Não,Não,Não,5.0
REST02160,Shopping,Média,Sim,Não,Japonesa,Muito Caro,200,25,15.0,19,Sim,Sim,57.74,15.0,11,Não,Não,10404.0,635,140,Sim,Não,Sim,5.0
REST01746,Periferia,Média,Sim,Não,Italiana,Caro,97,30,3.0,82,Não,Sim,84.53,24.0,112,Não,Sim,8470.0,551,1626,Não,Não,Sim,5.0
REST02378,Centro,Média,Sim,Não,Vegetariana,Caro,98,28,2.0,76,Sim,Sim,66.34,15.0,120,Sim,Sim,34626.0,756,1846,Não,Não,Não,5.0
REST01323,Shopping,Alta,Não,Não,Brasileira,Econômico,62,20,17.0,31,Não,Sim,79.45,9.0,15,Não,Não,,68,1071,Sim,Não,Sim,5.0
REST00610,Centro,Alta,Não,Sim,Italiana,Econômico,99,21,14.0,60,Não,Sim,94.34,12.0,91,Não,Sim,11065.0,734,1029,Sim,Não,Sim,5.0
REST01133,Shopping,Baixa,Sim,Não,Árabe,Moderado,133,4,16.0,23,Sim,Sim,78.92,12.0,22,Não,Sim,24311.0,898,1695,Não,Não,Não,5.0
REST02047,Shopping,Alta,Sim,Sim,Americana,Caro,152,1,18.0,37,Não,Não,77.2,29.0,106,Sim,Sim,1324.0,335,955,Sim,Sim,Sim,5.0
REST00442,Shopping,Média,Sim,Não,Japonesa,Moderado,152,9,2.0,67,Sim,Sim,76.21,29.0,10,Não,Sim,32477.0,986,670,Não,Não,Sim,5.0
REST01386,Shopping,Média,Sim,Não,Árabe,Caro,84,22,8.0,47,Não,Sim,52.95,6.0,135,Não,Não,41782.0,53,552,Não,Sim,Sim,3.83
REST01616,Periferia,Baixa,Não,Não,Vegetariana,Econômico,68,15,6.0,82,Não,Sim,61.86,20.0,124,Não,Não,24556.0,575,757,Não,Não,Sim,4.0
REST00494,Centro,Baixa,Não,Não,Vegetariana,Moderado,108,3,13.0,35,Sim,Sim,95.61,20.0,66,Sim,Não,42160.0,629,1700,Não,Não,Sim,5.0
REST01259,Subúrbio,Média,Não,Sim,Árabe,Econômico,131,4,17.0,20,Não,Não,95.49,6.0,128,Não,Não,7242.0,878,1547,Sim,Não,Não,5.0
REST01925,Periferia,Alta,Sim,Sim,Japonesa,Econômico,75,24,20.0,23,Sim,Sim,96.09,20.0,135,Não,Sim,30955.0,781,729,Sim,Não,Sim,5.0
REST00237,Centro,Baixa,Não,Sim,Brasileira,Caro,30,12,2.0,58,Sim,Sim,94.75,29.0,99,Sim,Não,30208.0,433,701,Não,Sim,Não,5.0
REST00552,Bairro Nobre,Baixa,Sim,Não,Vegetariana,Econômico,27,23,9.0,47,Não,Sim,96.85,16.0,125,Não,Sim,36242.0,946,1622,Não,Sim,Sim,5.0
REST00521,Periferia,Baixa,Sim,Não,Árabe,Econômico,156,14,18.0,85,Sim,Sim,85.02,16.0,46,Sim,Não,11342.0,399,238,Não,Sim,Sim,4.61
REST01703,Periferia,Média,Sim,Não,Americana,Caro,94,4,19.0,76,Sim,Não,56.78,4.0,10,Sim,Sim,29118.0,110,894,Não,Sim,Sim,3.81
REST01233,Centro,Alta,Sim,Sim,Americana,Muito Caro,158,9,20.0,38,Sim,Sim,69.78,26.0,72,Não,Não,38455.0,62,550,Sim,Não,Não,5.0
REST01139,Periferia,Média,Sim,Não,Americana,Econômico,24,17,2.0,22,Sim,Sim,95.75,18.0,140,Não,Sim,30767.0,256,536,Não,Não,Sim,5.0
REST00721,Subúrbio,Média,Sim,Sim,Árabe,Econômico,175,29,3.0,60,Sim,Sim,82.84,1.0,72,Sim,Sim,45460.0,814,1279,Não,Não,Não,5.0
REST01951,Centro,Alta,Não,Sim,Americana,Caro,132,0,12.0,52,Não,Sim,55.5,30.0,109,Sim,Sim,16487.0,587,1350,Não,Sim,Sim,5.0
REST02227,Subúrbio,Média,Não,Não,Japonesa,Caro,176,12,14.0,86,Não,Sim,54.72,6.0,123,Não,Sim,33004.0,120,1964,Não,Não,Não,4.14
REST00059,Periferia,Média,Não,Não,Vegetariana,Econômico,160,3,11.0,42,Não,Sim,,17.0,20,Não,Não,24055.0,604,1674,Não,Sim,Sim,4.21
REST00632,Centro,Baixa,Sim,Sim,Americana,Econômico,92,4,6.0,49,Sim,Sim,54.79,7.0,96,Não,Não,39972.0,697,1950,Sim,Sim,Sim,4.01
REST01182,Periferia,Média,Sim,Sim,Árabe,Muito Caro,86,22,11.0,25,Sim,Sim,53.07,30.0,53,Sim,Sim,20679.0,624,1966,Não,Não,Sim,5.0
REST01971,Centro,Média,Não,Não,Japonesa,Moderado,121,20,7.0,16,Sim,Não,66.86,22.0,94,Não,Sim,38293.0,659,93,Não,Sim,Não,5.0
REST00593,Shopping,Média,Não,Sim,Americana,Caro,119,24,11.0,75,Sim,Não,80.17,23.0,12,Sim,Sim,10811.0,197,1802,Não,Não,Sim,4.92
REST02195,Periferia,Média,Não,Não,Americana,Econômico,171,21,16.0,54,Sim,Sim,66.77,23.0,57,Não,Sim,18940.0,420,1881,Não,Não,Sim,4.64
REST00940,Centro,Média,Não,Não,Americana,Moderado,122,21,2.0,54,Não,Sim,85.74,3.0,15,Sim,Sim,15907.0,582,376,Não,Não,Não,5.0
REST02345,Bairro Nobre,Média,Sim,Não,Japonesa,Econômico,168,2,20.0,68,Não,Sim,64.8,30.0,150,Sim,Sim,40847.0,16,1603,Não,Não,Sim,5.0
REST01250,Periferia,Média,Sim,Não,Americana,Muito Caro,164,24,18.0,16,Sim,Sim,92.71,10.0,100,Não,Não,9064.0,297,1884,Não,Sim,Sim,5.0
REST00905,Periferia,Baixa,Não,Não,Italiana,Muito Caro,80,27,18.0,44,Sim,Sim,60.49,2.0,14,Não,Sim,14492.0,453,1638,Não,Não,Não,4.05
REST01280,Bairro Nobre,Alta,Não,Não,Americana,Moderado,140,25,5.0,21,Não,Sim,57.84,28.0,138,Sim,Sim,12616.0,325,1718,Não,Não,Sim,5.0
REST01990,Bairro Nobre,Alta,Sim,Sim,Americana,Muito Caro,73,3,5.0,79,Sim,Sim,74.04,5.0,124,Sim,Sim,39022.0,176,1503,Não,Não,Sim,5.0
REST02418,Periferia,Baixa,Não,Não,Vegetariana,Caro,76,10,2.0,58,Sim,Sim,71.3,17.0,30,Sim,Sim,5920.0,145,1695,Não,Não,Sim,2.7
REST02508,Periferia,Média,Sim,Não,Árabe  ,Econômico,132,22,19.0,35,Sim,Sim,77.9,3.0,28,Não,Não,39503.0,486,1174,Não,Sim,Sim,4.74
REST01458,Shopping,Média,Não,Não,Árabe,Econômico,147,6,2.0,49,Não,Sim,75.46,11.0,40,Não,Sim,14202.0,63,594,Não,Sim,Não,4.32
REST02488,Centro,Média,Sim,Sim,Brasileira,Econômico,32,28,20.0,30,Sim,Sim,78.13,14.0,12,Não,Sim,37631.0,389,862,Sim,Não,Sim,5.0
REST01955,Periferia,Média,Não,Não,Americana  ,Econômico,137,14,8.0,51,Sim,Sim,84.96,30.0,75,Sim,Sim,28445.0,39,962,Não,Sim,Sim,4.57
REST00707,Shopping,Média,Não,Não,Americana,Caro,170,5,7.0,22,Sim,Sim,68.86,14.0,22,Não,Sim,26606.0,414,943,Não,Não,Sim,4.52
REST01023,Subúrbio,Média,Não,Não,Árabe,Econômico,186,23,3.0,39,Sim,Não,72.17,29.0,124,Não,Sim,108369.0,911,1761,Não,Sim,Sim,5.0
REST00746,Subúrbio,Baixa,Sim,Não,Brasileira,Caro,50,16,13.0,61,Sim,Sim,57.36,28.0,149,Não,Não,9931.0,813,1258,Não,Sim,Sim,4.24
REST01872,Shopping,Média,Não,Não,Italiana,Moderado,70,6,2.0,51,Sim,Sim,60.02,2.0,36,Não,Sim,39189.0,612,1108,Não,Não,Sim,3.79
REST01462,Periferia,Média,Não,Não,Japonesa,Caro,140,7,6.0,40,Sim,Sim,68.88,11.0,86,Não,Não,26093.0,306,1232,Não,Não,Não,4.23
REST00514,Periferia,Média,Sim,Não,Japonesa,Econômico,200,13,16.0,61,Não,Sim,81.24,19.0,147,Sim,Sim,6876.0,968,427,Sim,Não,Sim,4.67
REST00082,Centro,Média,Não,Não,Brasileira,Caro,25,15,8.0,35,Não,Não,66.99,6.0,132,Sim,Sim,18872.0,973,1550,Não,Não,Sim,4.55
REST02234,Bairro Nobre,Média,Não,Sim,Italiana,Muito Caro,167,6,3.0,57,Sim,Sim,67.67,24.0,150,Sim,Sim,34283.0,420,737,Não,Não,Não,4.83
REST00915,Periferia,Média,Sim,Sim,Árabe,Econômico,187,15,3.0,43,Sim,Sim,70.3,18.0,38,Não,Não,45050.0,699,1944,Não,Não,Não,4.58
REST02320,Subúrbio,Média,Sim,Sim,Árabe,Muito Caro,48,3,6.0,87,Sim,Não,53.09,10.0,78,Não,Não,45406.0,392,1043,Não,Não,Sim,3.63
REST01860,Centro,Média,Sim,Não,Árabe,Econômico,54,6,9.0,87,Não,Não,77.62,7.0,127,Não,Não,31193.0,507,807,Não,Sim,Sim,4.69
REST00151,Centro,Média,Sim,Não,Árabe,Econômico,163,12,3.0,47,Sim,Sim,62.44,14.0,71,Não,Sim,42023.0,51,59,Não,Não,Sim,4.81
REST00775,Bairro Nobre,Média,Não,Não,Brasileira,Moderado,139,27,9.0,90,Não,Sim,52.48,16.0,49,Sim,Sim,9872.0,654,1866,Não,Não,Não,4.11
REST00330,Bairro Nobre,Média,Sim,Não,Árabe,Caro,49,8,8.0,51,Sim,Sim,98.96,23.0,45,Sim,Sim,9010.0,46,368,Não,Não,Sim,5.0
REST00007,Subúrbio,Média,Sim,Sim,Vegetariana,Muito Caro,66,21,5.0,15,Sim,Sim,60.98,27.0,49,Sim,Sim,2653.0,615,1115,Não,Não,Sim,5.0
REST00944,Subúrbio,Alta,Não,Não,Japonesa,Muito Caro,85,20,13.0,80,Não,Sim,92.9,22.0,72,Não,Sim,4460.0,319,404,Não,Não,Sim,5.0
REST02129,Periferia,Alta,Não,Sim,Italiana,Moderado,39,5,14.0,27,Sim,Sim,61.68,11.0,42,Não,Sim,12052.0,506,766,Não,Sim,Sim,5.0
REST00735,Centro,Média,Sim,Sim,Vegetariana,Econômico,74,19,11.0,67,Sim,Sim,52.02,19.0,77,Sim,Não,7744.0,529,1047,Não,Não,Sim,4.14
REST00910,Bairro Nobre,Média,Não,Não,Japonesa,  Econômico,194,21,,63,Não,Sim,,14.0,109,Sim,Sim,40302.0,393,1176,Não,Sim,Sim,5.0
REST00469,Centro,Baixa,Sim,Não,Brasileira,Moderado,172,30,5.0,41,Não,Sim,98.56,22.0,31,Sim,Sim,25328.0,495,1715,Não,Não,Sim,5.0
REST00182,Subúrbio,Baixa,Sim,Sim,Árabe,Econômico,61,1,16.0,35,Sim,Sim,90.89,14.0,127,Sim,Sim,3213.0,753,301,Não,Não,Sim,5.0
REST00165,Subúrbio,Alta,Sim,Não,Americana,Caro,48,1,5.0,54,Sim,Sim,50.68,24.0,99,Não,Sim,34629.0,18,240,Não,Não,Sim,4.88
REST00452,Periferia,Alta,Sim,Não,Americana,Caro,86,4,20.0,20,Sim,Sim,69.41,13.0,42,Não,Sim,9764.0,87,1273,Não,Sim,Sim,4.87
REST00491,Centro,Baixa,Não,Não,Brasileira,Moderado,34,3,15.0,54,Não,Não,65.99,12.0,95,Sim,Não,36713.0,102,279,Não,Não,Sim,4.24
REST01946,Centro,Baixa,Não,Não,Árabe,Econômico,150,0,20.0,41,Não,Sim,92.88,15.0,108,Não,Não,41099.0,472,394,Não,Sim,Sim,5.0
REST01144,Bairro Nobre,Média,Sim,Não,Vegetariana,Moderado,30,29,18.0,69,Sim,Não,97.36,1.0,145,Não,Sim,22772.0,255,1356,Não,Não,Sim,5.0
REST01312,Shopping,Alta,Sim,Sim,Árabe,Caro,49,21,4.0,90,Sim,Não,69.19,9.0,23,Não,Sim,18878.0,418,343,Não,Não,Sim,4.93
REST01738,Shopping,Alta,Sim,Sim,Brasileira,Caro,104,19,9.0,20,Sim,Sim,52.83,29.0,14,Não,Não,40882.0,47,1300,Não,Não,Sim,5.0
REST01112,Periferia,Média,Não,Não,Brasileira,Caro,67,4,5.0,72,Sim,Sim,69.74,30.0,56,Sim,Sim,4288.0,689,1101,Não,Não,Sim,3.8
REST02400,Centro,Média,Sim,Sim,Árabe,Econômico,191,10,16.0,69,Sim,Sim,74.58,9.0,90,Não,Sim,3138.0,629,196,Não,Não,Sim,4.15
REST01345,Bairro Nobre,Média,Não,Não,Americana,Muito Caro,192,10,8.0,75,Não,Sim,97.07,4.0,131,Não,Não,47499.0,672,439,Não,Sim,Não,5.0
REST02433,Periferia,Média,Sim,Sim,Italiana,Econômico,174,18,15.0,52,Sim,Não,98.26,11.0,114,Não,Sim,3490.0,795,1004,Não,Não,Sim,5.0
REST01754,Shopping,Média,Sim,Não,Italiana,Caro,188,5,6.0,40,Sim,Sim,58.97,22.0,144,Sim,Não,8223.0,957,1956,Não,Não,Sim,4.76
REST02098,Centro,Média,Não,Sim,Italiana,Econômico,72,3,4.0,82,Sim,Não,95.77,9.0,131,Não,Sim,36649.0,693,585,Não,Sim,Sim,4.76
REST01552,Subúrbio,Média,Sim,Não,Americana,Moderado,134,2,5.0,62,Sim,Sim,61.24,6.0,139,Não,Sim,2716.0,330,160,Não,Não,Não,3.62
REST02094,Shopping,Baixa,Sim,Não,Italiana,Econômico,158,0,,37,Sim,Sim,71.34,25.0,110,Sim,Não,381.0,202,1962,Não,Não,Sim,5.0
REST01773,Subúrbio,Média,Sim,Sim,Vegetariana,Moderado,170,30,4.0,58,Não,Sim,80.81,30.0,71,Sim,Não,43457.0,185,1709,Não,Não,Não,4.93
REST01834,Bairro Nobre,Baixa,Não,Não,Japonesa,Moderado,59,1,13.0,72,Sim,Sim,55.30132674869641,25.0,48,Sim,Não,31913.0,769,1236,Não,Não,Sim,4.8
REST00328,Shopping,Média,Não,Sim,Árabe  ,Caro,20,16,14.0,26,Não,Sim,87.73,11.0,103,Sim,Sim,4169.0,926,1985,Não,Sim,Sim,5.0
REST00443,Subúrbio,Média,Sim,Sim,Americana,Muito Caro,185,1,12.0,60,Sim,Sim,69.11,12.0,103,Não,Sim,15372.0,172,1800,Sim,Sim,Sim,4.26
REST01629,Shopping,Alta,Não,Não,Italiana,Caro,39,16,18.0,35,Sim,Sim,70.72,4.0,70,Sim,Sim,39446.0,800,1405,Não,Sim,Sim,5.0
REST01415,Centro,Alta,Sim,Não,Árabe,Econômico,113,5,5.0,30,Não,Sim,85.77,1.0,132,Não,Sim,29278.0,438,567,Não,Sim,Não,5.0
REST00833,Bairro Nobre,Alta,Não,Não,Americana,Moderado,131,26,10.0,90,Sim,Sim,61.75,3.0,48,Sim,Não,18542.0,88,123,Não,Não,Sim,4.85
REST01943,Shopping,Média,Não,Não,Vegetariana,Muito Caro,45,19,9.0,64,Não,Sim,78.77,9.0,118,Não,Não,19395.0,693,933,Não,Não,Não,4.69
REST01935,Shopping,Média,Sim,Não,Árabe,Moderado,51,19,2.0,77,Não,Sim,65.22,18.0,71,Sim,Sim,26254.0,636,357,Não,Sim,Não,4.52
REST02092,Bairro Nobre,Média,Não,Não,Brasileira,Econômico,108,5,9.0,83,Não,Sim,51.14,30.0,142,Não,Sim,45196.0,743,1249,Sim,Não,Sim,4.59
REST00087,Centro,Baixa,Sim,Não,Japonesa,Caro,154,12,18.0,47,Sim,Sim,75.06,9.0,119,Sim,Sim,15025.0,772,94,Não,Não,Não,5.0
REST02460,Bairro Nobre,Alta,Não,Sim,Americana,Moderado,199,8,16.0,43,Não,Sim,54.53,17.0,95,Não,Não,13171.0,398,387,Não,Não,Não,4.4
REST00778,Shopping,Média,Não,Não,Árabe,Caro,95,17,18.0,25,Sim,Sim,56.34,23.0,112,Sim,Não,18277.0,596,436,Não,Não,Sim,5.0
REST01693,Centro,Média,Sim,Não,Japonesa,Moderado,83,8,10.0,29,Sim,Sim,78.48,26.0,82,Sim,Sim,30356.0,296,1639,Não,Não,Não,5.0
REST00055,subúrbio,Baixa,Sim,Não,Japonesa,Caro,189,10,4.0,80,Não,Sim,67.71,2.0,116,Não,Não,1163.0,968,1889,Não,Não,Sim,3.84
REST01919,Shopping,Média,Sim,Não,Árabe,Moderado,87,16,9.0,64,Sim,Não,70.41,27.0,85,Sim,Sim,45579.0,938,1161,Não,Não,Sim,5.0
REST01288,Bairro Nobre,Média,Sim,Sim,Japonesa,Econômico,160,21,5.0,45,Não,Sim,86.22,4.0,21,Sim,Não,1752.0,260,346,Não,Não,Não,4.87
REST01727,Subúrbio,Média,Sim,Não,Brasileira,Moderado,52,27,14.0,44,Sim,Sim,69.22,2.0,54,Não,Não,35535.0,948,349,Não,Sim,Sim,4.61
REST01611,Subúrbio,Média,Sim,Não,Árabe,Moderado,195,21,3.0,40,Sim,Sim,79.07,23.0,68,Sim,Não,8583.0,271,1026,Não,Não,Sim,4.96
REST01246,Subúrbio,Média,Sim,Não,Vegetariana,Econômico,123,5,17.0,78,Não,Sim,63.92,12.0,18,Sim,Sim,49804.0,942,586,Não,Não,Não,4.91
REST00114,Subúrbio,Média,Não,Não,Americana,Moderado,78,27,8.0,62,Sim,Sim,84.51,24.0,34,Sim,Sim,29312.0,892,1158,Não,Não,Sim,5.0
REST02361,Bairro Nobre,Média,Sim,Não,Brasileira,Econômico,86,25,6.0,30,Sim,Sim,90.43,18.0,12,Não,Não,13229.0,468,328,Não,Não,Sim,5.0
REST00988,Periferia,Média,Não,Não,Italiana,Caro,59,18,14.0,37,Não,Sim,72.13,28.0,54,Sim,Não,41198.0,570,414,Não,Sim,Sim,5.0
REST01928,Subúrbio,Alta,Sim,Sim,Americana,Econômico,153,25,17.0,16,Sim,Sim,95.28,28.0,14,Sim,Não,5105.0,217,1260,Não,Não,Sim,5.0
REST01608,Periferia,Alta,Sim,Não,Vegetariana  ,Caro,182,4,9.0,77,Não,Sim,68.53,2.0,37,Não,Não,38349.0,664,842,Não,Não,Sim,3.74
