employee_id,age,education_level,years_at_company,previous_experience_years,department,position_level,team_size,direct_reports,commute_time_min,work_mode,workspace_quality,noise_level,has_modern_equipment,software_training_hours,tools_satisfaction,sleep_hours_avg,exercise_days_week,stress_level,sick_days_last_year,salary_satisfaction,manager_quality,career_growth_score,work_life_balance,has_flexible_hours,has_health_insurance,has_meal_voucher,professional_development_budget,productive_hours_week
EMP02094,28,Superior,14,24,TI,Júnior,19,5,32.0,Remoto,Adequado,Moderado,Não,24.0,7,6.7,3.0,Baixo,17,6,3,7,6,Não,Não,Não,9875,34.8
EMP01773,32,Ensino Médio,2,25,Financeiro,Júnior,24,14,13.0,Híbrido,Bom,Alto,Não,77.0,1,4.6,4.0,Alto,11,4,1,2,1,Não,Não,Sim,1084,31.0
EMP01834,27,Superior,13,8,Operações  ,Pleno,24,7,120.0,Híbrido,Bom,Baixo,Sim,51.0,7,8.4,1.0,Moderado,10,7,3,2,8,Não,Sim,Sim,3217,35.0
EMP00328,45,Superior,4,25,Marketing,Pleno,28,1,23.0,Presencial,Excelente,Alto,Sim,26.0,1,4.7,6.0,Moderado,10,8,3,9,5,Sim,Sim,Sim,1505,27.0
EMP00443,47,Superior,0,16,Financeiro,Sênior,12,10,103.0,Híbrido,Excelente,Baixo,Não,10.0,8,9.1,2.0,Alto,16,7,4,7,1,Sim,Sim,Sim,8750,31.4
EMP01629,55,Ensino Médio,14,5,Operações,Pleno,11,4,110.0,Presencial,Adequado,Moderado,Não,67.0,1,5.6,6.0,Moderado,13,3,2,8,8,Sim,Não,Sim,9146,31.3
EMP01415,55,Superior Incompleto,17,28,Financeiro,Coordenador,19,12,56.0,Remoto,Adequado,Moderado,Sim,93.0,4,5.5,3.0,Baixo,1,4,9,9,1,Não,Sim,Não,3346,40.0
EMP00833,44,Superior Incompleto,11,9,TI,Pleno,19,10,84.0,Híbrido,Adequado,Alto,Sim,100.0,4,4.6,5.0,Moderado,14,9,5,3,5,Não,Sim,Sim,8623,30.4
EMP01943,42,Pós-graduação,6,12,Marketing,Pleno,11,9,52.0,Remoto,Bom,Baixo,Sim,16.0,9,9.5,6.0,Moderado,11,4,10,6,8,Não,Não,Sim,4736,40.0
EMP01935,44,Superior Incompleto,13,29,Financeiro,Pleno,23,0,106.0,Presencial,Excelente,Moderado,Não,33.0,6,6.4,4.0,Moderado,14,9,10,6,5,Sim,Não,Sim,2466,38.8
EMP02092,34,Pós-graduação,2,19,TI,Coordenador,14,11,51.0,Híbrido,Bom,Baixo,Sim,27.0,2,6.8,2.0,Alto,2,7,5,2,7,Não,Sim,Sim,2722,29.1
EMP00087,22,Superior Incompleto,12,5,Marketing,Júnior,28,14,109.0,Híbrido,Excelente,Alto,Não,26.0,5,7.1,4.0,Alto,13,2,6,1,1,Não,Sim,Sim,2357,31.5
EMP02460,64,Superior,17,1,Operações,Júnior,17,11,12.0,Presencial,Excelente,Baixo,Sim,79.0,4,8.9,2.0,Moderado,14,4,7,1,6,Não,Sim,Não,7829,34.6
EMP00778,32,Superior,15,10,TI,Júnior,15,1,111.0,Presencial,Bom,Moderado,Sim,18.0,9,5.3,6.0,Alto,2,10,3,4,4,Sim,Não,Não,7947,32.3
EMP01693,38,Ensino Médio,8,6,Operações,Sênior,26,8,17.0,Híbrido,Bom,Moderado,Não,66.0,1,5.9,1.0,Alto,20,8,2,6,7,Não,Não,Não,5621,24.6
EMP00055,35,Superior Incompleto,12,24,Financeiro,Coordenador,25,9,90.0,  Presencial,Bom,Baixo,Não,59.0,5,7.0,5.0,Moderado,6,4,1,2,2,Sim,Não,Sim,5703,35.0
EMP01919,27,Pós-graduação,13,30,Vendas,Sênior,9,14,37.0,Híbrido,Ruim,Moderado,Sim,37.0,8,8.1,4.0,Alto,0,1,6,1,7,Sim,Sim,Não,6379,30.3
EMP01288,57,Superior Incompleto,15,15,Operações,Coordenador,4,2,114.0,Remoto,Bom,Moderado,Sim,9.0,7,4.9,3.0,Moderado,6,2,2,5,1,Não,Sim,Não,7107,30.6
EMP01727,36,Superior,0,0,Operações,Pleno,3,1,30.0,Remoto,Excelente,Alto,Não,27.0,9,5.0,0.0,Moderado,1,7,3,5,2,Não,Sim,Não,8367,32.5
EMP01611,39,Pós-graduação,19,9,Marketing,Pleno,17,10,78.0,Presencial,Excelente,Moderado,Sim,83.0,10,8.7,4.0,Muito Alto,0,2,8,8,10,Não,Sim,Não,570,34.5
EMP01246,43,Ensino Médio,12,24,TI,Júnior,21,1,40.0,Presencial,Bom,Moderado,Sim,78.0,4,5.0,1.0,Alto,15,1,3,8,3,Não,Sim,Não,3752,19.7
EMP00114,45,Superior Incompleto,1,20,TI,Júnior,4,10,71.0,Híbrido,Adequado,Baixo,Sim,89.0,7,5.7,7.0,Moderado,3,10,7,1,6,Não,Sim,Sim,1442,33.8
EMP02361,56,Superior,20,0,RH,Sênior,15,1,90.0,Híbrido,Excelente,Alto,Sim,99.0,7,7.9,5.0,Moderado,9,5,9,2,1,Sim,Não,Sim,4786,40.0
EMP00988,53,Pós-graduação,9,3,Vendas,Júnior,7,14,33.0,Presencial,Adequado,Alto,Sim,68.0,10,5.3,3.0,Moderado,1,4,3,2,4,Não,Não,Sim,477,31.5
EMP01928,64,Ensino Médio,8,10,RH,Pleno,28,0,75.0,Presencial,Adequado,Moderado,Sim,93.0,3,8.5,4.0,Moderado,4,7,4,7,10,Sim,Não,Sim,2120,33.9
EMP01608,22,Superior Incompleto,0,26,Marketing,Coordenador,17,15,43.0,Híbrido,Ruim,Baixo,Sim,55.0,5,5.3,0.0,Moderado,0,6,7,3,5,Não,Não,Sim,383,32.4
EMP01010,54,Pós-graduação,17,17,Financeiro,Sênior,24,10,103.0,Remoto,Excelente,Moderado,Não,62.0,9,9.8,2.0,Moderado,10,3,2,3,5,Não,Não,Não,1957,30.0
EMP01199,28,Superior Incompleto,12,8,RH,Pleno,4,11,17.0,Presencial,Bom,Baixo,Não,,7,8.6,2.0,Moderado,16,7,9,10,10,Sim,Sim,Sim,8118,35.1
EMP00590,28,Superior,20,21,Financeiro,Pleno,8,13,52.0,Presencial,Adequado,Alto,Sim,,7,7.3,3.0,Alto,15,2,3,3,4,Sim,Sim,Não,6417,30.2
EMP00769,27,Ensino Médio,6,19,RH,Sênior,25,7,39.0,Remoto,Adequado,Moderado,Sim,94.0,1,9.5,3.0,Alto,18,8,3,2,3,Não,Sim,Sim,8635,27.9
EMP00018,23,Superior Incompleto,4,11,TI,Sênior,25,14,81.0,Híbrido,Excelente,Moderado,Sim,17.0,2,9.4,1.0,Moderado,19,9,2,7,6,Sim,Sim,Sim,1214,38.2
EMP01043,57,Superior,17,14,Operações,Sênior,3,10,95.0,Presencial,Bom,Baixo,Sim,34.0,7,4.2,3.0,Moderado,8,10,9,10,4,Não,Sim,Sim,7066,36.0
EMP02065,43,Superior,16,28,RH  ,Júnior,12,8,59.0,Híbrido,Excelente,Moderado,Não,1.0,9,8.8,1.0,Alto,8,3,6,1,7,Não,Não,Sim,2829,28.4
EMP00286,37,Ensino Médio,7,7,Vendas,Coordenador,18,5,61.0,Remoto,Adequado,Baixo,Sim,97.0,10,6.5,0.0,Moderado,3,1,2,2,7,Sim,Não,Não,5376,36.4
EMP00429,33,Superior,14,20,Financeiro,Sênior,30,4,87.0,Presencial,Ruim,Alto,Sim,16.0,6,8.9,4.0,Baixo,16,3,7,10,3,Não,Sim,Sim,7088,29.6
EMP01965,46,Ensino Médio,13,25,Marketing,Coordenador,17,7,34.0,Híbrido,Bom,Moderado,Não,,3,5.6,1.0,Baixo,7,3,2,7,4,Não,Não,Sim,170,33.2
EMP01390,56,Ensino Médio,14,21,RH,Pleno,21,12,99.0,Híbrido,Bom,Alto,Não,87.0,4,7.3,7.0,Moderado,6,8,1,9,5,Não,Sim,Sim,140,39.9
EMP00670,27,Superior,3,1,Marketing,Pleno,8,8,39.0,Remoto,Bom,Baixo,Sim,64.0,3,7.9,2.0,Moderado,0,5,10,2,3,Sim,Sim,Sim,3026,40.0
EMP00032,49,Pós-graduação,5,7,Operações,Sênior,29,8,31.0,Híbrido,Adequado,Moderado,Sim,75.0,4,8.6,3.0,Moderado,2,7,4,8,5,Não,Sim,Não,3002,31.4
EMP01342,45,Ensino Médio,14,15,TI,Pleno,7,9,19.0,Presencial,Adequado,Alto,Sim,8.0,10,8.1,0.0,Alto,18,2,2,4,3,Não,Sim,Não,6825,26.3
EMP00723,60,Pós-graduação,17,19,Vendas,Pleno,16,12,58.0,Remoto,Ruim,Baixo,Sim,70.0,8,5.7,1.0,Muito Alto,18,9,5,4,5,Não,Sim,Não,6949,24.6
EMP00952,26,Pós-graduação,20,2,Operações,Júnior,29,8,100.0,Remoto,Bom,Moderado,Não,2.0,4,9.8,0.0,Moderado,16,4,8,5,9,Não,Não,Sim,4551,37.1
EMP01806,49,Superior Incompleto,3,2,Operações,Júnior,9,8,22.0,Remoto,Ruim,Baixo,Sim,82.0,9,8.5,1.0,Alto,15,10,1,7,7,Sim,Sim,Não,4489,36.8
EMP00215,45,Superior,20,9,Operações,Júnior,14,12,47.0,Híbrido,Adequado,Moderado,Não,67.0,8,7.0,6.0,Muito Alto,8,3,6,2,10,Sim,Sim,Sim,2518,32.7
EMP01831,36,Ensino Médio,19,5,Vendas,Coordenador,26,11,71.0,Híbrido,Adequado,Alto,Sim,86.0,10,9.3,1.0,Alto,10,6,1,4,8,Não,Sim,Sim,3065,32.2
EMP01165,31,Superior Incompleto,15,29,Vendas,Júnior,15,2,107.0,Remoto,Bom,Moderado,Sim,32.0,10,8.5,2.0,Baixo,0,4,7,5,10,Não,Não,Sim,7900,40.0
EMP00327,58,Superior,19,29,Vendas,Coordenador,16,15,101.0,Híbrido,Bom,Moderado,Sim,59.0,2,6.4,0.0,Moderado,17,5,3,2,10,Não,Sim,Sim,8043,28.8
EMP00561,26,Ensino Médio,2,27,Marketing,Júnior,25,8,72.0,Remoto,Excelente,Baixo,Sim,67.0,9,4.8,7.0,Alto,0,7,5,4,8,Não,Sim,Não,5060,40.0
EMP01087,58,Superior Incompleto,26,25,Marketing,Júnior,8,1,106.0,Híbrido,Excelente,Moderado,Sim,74.0,7,5.7,4.0,Baixo,2,8,1,9,5,Não,Não,Sim,6739,40.0
EMP01873,22,Pós-graduação,5,25,RH,Pleno,28,13,56.0,Presencial,Excelente,Baixo,Não,19.0,3,4.6,5.0,Alto,3,6,4,7,9,Sim,Sim,Não,4633,34.8
EMP00342,24,Superior Incompleto,3,4,Marketing,Júnior,14,15,22.0,Presencial,Ruim,Moderado,Sim,84.0,3,4.1,7.0,Moderado,6,4,6,9,4,Sim,Não,Não,8327,32.6
EMP00148,64,Ensino Médio,7,6,Marketing,Pleno,9,13,84.0,Presencial,Bom,Alto,Sim,32.0,8,5.6,3.0,Muito Alto,16,3,3,7,7,Não,Não,Não,4813,28.2
EMP01883,37,Superior Incompleto,10,23,Operações,Pleno,30,15,91.0,Remoto,Adequado,Moderado,Não,9.0,9,7.7,2.0,Moderado,11,4,5,9,8,Sim,Sim,Não,5235,36.0
EMP01108,39,Superior Incompleto,14,0,Marketing,Pleno,22,10,50.0,Híbrido,Excelente,Moderado,Sim,55.0,10,4.7,4.0,Alto,5,10,1,4,1,Não,Sim,Não,996,33.8
EMP00849,46,Superior,20,18,Operações,Júnior,19,8,62.0,Híbrido,Bom,Moderado,Não,90.0,8,7.2,5.0,Baixo,1,10,8,6,10,Sim,Sim,Sim,5220,40.0
EMP00967,62,Ensino Médio,19,5,Marketing,Júnior,4,9,109.0,Híbrido,Ruim,Moderado,Sim,73.0,5,8.5,2.0,Moderado,4,3,7,10,1,Sim,Sim,Sim,5849,27.3
EMP01073,58,Ensino Médio,11,5,TI,Júnior,10,2,,Híbrido,Ruim,Moderado,Não,83.0,8,9.0,7.0,Baixo,4,8,2,1,8,Não,Sim,Não,1040,24.1
EMP00156,23,Superior Incompleto,13,29,TI,Júnior,15,14,50.0,Remoto,Bom,Moderado,Não,15.0,10,4.7,6.0,Alto,17,6,2,8,8,Sim,Sim,Não,7426,33.5
EMP01704,34,Superior Incompleto,8,24,Marketing,Pleno,17,0,111.0,Presencial,Bom,Moderado,Não,89.0,2,9.6,5.0,Moderado,3,7,8,6,4,Não,Sim,Sim,7983,29.0
EMP01642,23,Superior,4,14,Operações,Pleno,18,10,58.0,Híbrido,Adequado,Moderado,Sim,51.0,2,4.2,2.0,Alto,0,5,3,4,9,Sim,Não,Sim,4644,28.2
EMP01003,27,Pós-graduação,18,18,Marketing,Pleno,20,0,91.0,Remoto,Bom,Baixo,Não,20.0,2,6.3,3.0,Alto,7,2,6,2,5,Não,Sim,Não,289,25.1
EMP01888,51,Superior Incompleto,9,28,Financeiro,Pleno,21,2,62.0,Presencial,Bom,Baixo,Não,54.0,9,6.4,2.0,Alto,12,9,5,9,5,Não,Sim,Sim,1887,21.3
EMP02111,30,Superior Incompleto,20,21,Operações,Júnior,7,14,85.0,Remoto,Excelente,Baixo,Sim,6.0,9,9.9,0.0,Baixo,3,6,5,4,7,Sim,Sim,Não,5398,40.0
EMP01892,41,Superior Incompleto,17,8,RH,Pleno,17,5,28.0,Presencial,Adequado,Moderado,Não,43.0,5,6.7,4.0,Moderado,13,2,1,9,9,Sim,Sim,Sim,1327,31.4
EMP02228,41,Superior Incompleto,14,2,Vendas,Júnior,12,14,26.0,Presencial,Excelente,Baixo,Sim,19.0,4,6.3,7.0,Muito Alto,6,2,5,7,4,Sim,Não,Não,6472,29.4
EMP02372,61,Ensino Médio,20,17,RH,Júnior,15,7,17.0,Presencial,Bom,Baixo,Não,19.0,5,7.9,7.0,Moderado,5,1,7,7,5,Não,Sim,Sim,9762,36.0
EMP01204,42,Superior Incompleto,19,7,TI,Júnior,15,5,30.0,Híbrido,Bom,Moderado,Sim,45.0,4,4.1,3.0,Baixo,16,4,5,4,9,Sim,Sim,Não,6782,39.7
EMP01671,65,Ensino Médio,7,27,Marketing,Sênior,17,8,42.0,Híbrido,Excelente,Moderado,Sim,55.0,6,8.7,0.0,Moderado,1,1,3,8,3,Não,Não,Não,9215,30.6
EMP02365,28,Superior Incompleto,6,23,Vendas,Sênior,28,3,104.0,Presencial,Bom,Moderado,Sim,95.0,10,6.9,6.0,Moderado,19,2,6,7,10,Sim,Não,Não,5414,40.0
EMP01753,55,Superior Incompleto,1,22,TI,Pleno,22,1,83.0,Remoto,Adequado,Baixo,Sim,79.0,9,9.1,6.0,Moderado,4,5,8,9,5,Não,Sim,Não,9527,40.0
EMP01515,59,Superior Incompleto,6,15,Financeiro,Pleno,6,4,120.0,Presencial,Adequado,Moderado,Sim,67.0,9,7.8,5.0,Muito Alto,1,7,6,4,9,Não,Sim,Não,5301,24.4
EMP01829,57,Superior,4,6,Financeiro,Pleno,25,11,61.0,Híbrido,Adequado,Moderado,Sim,44.0,6,8.2,1.0,Moderado,12,4,5,7,5,Não,Sim,Não,6060,30.4
EMP02025,29,Superior,13,28,RH,Coordenador,5,12,11.0,Presencial,Bom,Moderado,Sim,10.0,3,5.1,2.0,Alto,5,7,6,5,9,Sim,Sim,Sim,640,34.2
EMP02261,23,Pós-graduação,15,18,TI,Coordenador,10,15,66.0,Híbrido,Excelente,Alto,Não,34.0,10,9.7,0.0,Moderado,1,5,2,6,4,Sim,Não,Não,180,36.7
EMP00939,41,Superior Incompleto,11,27,Marketing,Sênior,5,10,16.0,Presencial,Ruim,Alto,Sim,41.0,4,7.0,3.0,Moderado,16,1,9,2,1,Sim,Não,Sim,5956,32.6
EMP02263,30,Superior,15,3,Financeiro,Pleno,5,7,110.0,Híbrido,Adequado,Moderado,Sim,78.0,7,4.3,0.0,Moderado,19,5,2,7,1,Sim,Sim,Sim,869,35.1
EMP00347,44,Superior,14,28,RH,Pleno,18,12,41.0,Presencial,Excelente,Moderado,Sim,14.0,3,4.8,4.0,Moderado,12,6,6,3,2,Não,Não,Sim,2207,30.6
EMP02103,63,Superior,1,30,TI,Coordenador,22,2,58.0,Presencial,Bom,Alto,Sim,31.0,3,5.7,4.0,Muito Alto,16,4,4,6,2,Sim,Sim,Sim,3725,24.3
EMP02495,24,Pós-graduação,13,5,Vendas,Sênior,5,13,117.0,Híbrido,Adequado,Baixo,Sim,98.0,1,4.0,1.0,Moderado,3,5,6,5,7,Não,Sim,Não,5077,35.6
EMP01454,27,Superior Incompleto,2,2,Vendas,Coordenador,12,14,67.0,Híbrido,Adequado,Baixo,Sim,73.0,4,5.4,4.0,Moderado,15,10,10,10,1,Sim,Sim,Sim,405,40.0
EMP00386,27,Pós-graduação,0,19,Operações,Pleno,13,15,74.0,Remoto,Bom,Baixo,Sim,94.0,8,5.7,3.0,Alto,19,8,1,9,5,Não,Sim,Não,6243,37.6
EMP01617,33,Ensino Médio,9,27,RH,Júnior,29,9,108.0,Presencial,Adequado,Moderado,Sim,24.0,3,7.8,5.0,Alto,16,9,7,9,8,Sim,Sim,Sim,6474,31.5
EMP01675,46,SUPERIOR,8,28,Marketing,Júnior,11,9,83.0,Remoto,Bom,Moderado,Sim,20.0,10,9.2,3.0,Muito Alto,5,4,6,3,1,Não,Não,Não,5651,34.4
EMP00244,32,Superior Incompleto,7,6,RH,Coordenador,23,8,13.0,Presencial,Excelente,Baixo,Sim,57.0,9,8.5,2.0,Moderado,0,7,2,4,7,Sim,Não,Não,7707,35.2
EMP02486,49,Superior Incompleto,8,0,Marketing,Júnior,11,10,60.0,Presencial,Bom,Alto,Não,18.0,8,4.3,4.0,Moderado,10,9,9,9,4,Sim,Sim,Sim,9052,40.0
EMP00937,61,Superior,5,18,TI,Pleno,24,9,227.0,Remoto,Excelente,Moderado,Sim,54.0,4,5.0,7.0,Alto,2,8,7,4,7,Não,Sim,Sim,8992,39.6
EMP02165,45,Superior Incompleto,8,24,Marketing,Pleno,22,7,19.0,Remoto,Excelente,Baixo,Não,71.0,4,9.1,3.0,Moderado,15,6,5,6,6,Sim,Sim,Sim,2165,36.9
EMP00313,49,Superior,17,10,Vendas,Pleno,27,10,47.0,Híbrido,Adequado,Moderado,Sim,37.0,6,5.8,7.0,Alto,9,6,3,9,1,Não,Não,Sim,4287,33.5
EMP02459,44,Ensino Médio,20,2,Marketing,Júnior,15,12,114.0,Remoto,Excelente,Baixo,Sim,33.0,8,8.0,4.0,Moderado,13,8,6,1,8,Sim,Sim,Sim,6456,40.0
EMP01560,64,Pós-graduação,5,25,TI,Pleno,23,9,120.0,Presencial,Bom,Moderado,Sim,27.0,7,5.1,5.0,Alto,7,3,4,5,8,Sim,Não,Sim,271,25.3
EMP01333,55,Superior,11,0,TI,Pleno,25,7,35.0,Remoto,Excelente,Moderado,Sim,91.0,10,5.2,7.0,Alto,7,9,6,3,3,Sim,Não,Não,2161,40.0
EMP00969,35,Pós-graduação,6,1,Vendas  ,Pleno,22,10,52.0,Híbrido,Adequado,Alto,Não,22.0,1,7.3,7.0,Moderado,9,10,2,6,1,Não,Sim,Não,8640,26.5
EMP00661,38,Superior Incompleto,8,7,Marketing,Pleno,4,9,58.0,Remoto,Adequado,Baixo,Não,86.0,10,6.4,5.0,Alto,11,9,3,4,10,Sim,Sim,Sim,7110,30.7
EMP00936,34,Superior,0,25,RH,Sênior,27,9,84.0,Remoto,Bom,Moderado,Não,87.0,3,7.5,0.0,Moderado,0,2,3,7,10,Não,Sim,Sim,5667,35.2
EMP00371,37,Ensino Médio,2,6,RH,Júnior,26,1,118.0,Remoto,Adequado,Moderado,Sim,18.0,10,8.6,6.0,Moderado,1,7,7,8,5,Sim,Sim,Sim,9321,40.0
EMP00567,39,Superior,1,19,Financeiro,Pleno,11,2,37.0,Presencial,Adequado,Moderado,Sim,39.0,8,8.1,1.0,Alto,12,4,2,5,4,Não,Não,Sim,6884,23.9
EMP02002,32,Superior,4,4,Operações,Júnior,12,3,94.0,Presencial,Excelente,Moderado,Sim,80.0,8,9.3,0.0,Alto,3,9,2,2,9,Sim,Não,Não,5250,30.2
EMP00825,44,Pós-graduação,11,2,Vendas,Sênior,26,1,30.0,Presencial,Excelente,Moderado,Sim,31.0,1,8.1,6.0,Alto,0,8,1,2,3,Não,Sim,Sim,6124,30.9
EMP00983,61,Superior,17,29,RH,Júnior,17,12,45.0,Presencial,Ruim,Moderado,Não,77.0,9,5.8,3.0,Muito Alto,6,7,7,2,9,Não,Não,Sim,8469,31.3
EMP02024,56,Superior Incompleto,5,3,TI,Sênior,28,2,36.0,Remoto,Bom,Moderado,Sim,69.0,9,9.2,7.0,Moderado,13,6,4,1,4,Não,Não,Não,8992,38.9
EMP01507,36,Superior,9,12,Financeiro,Coordenador,24,0,57.0,Híbrido,Ruim,Baixo,Sim,16.0,8,9.5,3.0,Moderado,7,8,1,2,3,Sim,Sim,Sim,7782,35.1
EMP02167,25,Ensino Médio,0,6,TI,Pleno,4,8,89.0,Híbrido,Bom,Moderado,Sim,9.0,2,6.4,0.0,Alto,12,9,10,8,1,Não,Sim,Sim,9846,28.9
EMP01747,60,Superior,15,1,Financeiro,Júnior,6,5,57.0,Remoto,Ruim,Moderado,Sim,93.0,8,5.9,5.0,Moderado,11,9,5,7,5,Não,Sim,Sim,5831,38.0
EMP00814,38,Pós-graduação,9,23,Financeiro,Pleno,28,5,66.0,Remoto,Bom,Moderado,Não,23.0,9,6.8,3.0,Alto,2,4,1,4,4,Não,Sim,Sim,54,25.2
EMP01431,46,Ensino Médio,2,3,RH,Júnior,26,5,37.0,Presencial,Adequado,Moderado,Sim,90.0,5,6.0,4.0,Moderado,6,3,9,3,3,Não,Não,Sim,3581,33.5
EMP00779,37,Ensino Médio,7,0,Marketing,Júnior,14,0,21.0,Híbrido,Adequado,Moderado,Sim,56.0,6,5.9,6.0,Baixo,6,2,7,5,9,Sim,Sim,Não,1539,37.9
EMP01321,64,Superior Incompleto,5,9,RH,Gerente,7,0,45.0,Remoto,Bom,Alto,Sim,42.0,2,5.7,,Alto,11,1,2,6,5,Não,Sim,Sim,539,28.3
EMP01557,63,Superior,17,24,Financeiro,Pleno,27,8,25.0,Híbrido,Bom,Moderado,Sim,75.0,10,7.5,1.0,Alto,8,2,10,10,7,Não,Não,Sim,481,36.0
EMP01053,59,Pós-graduação,5,1,RH,Sênior,8,15,15.0,Presencial,Ruim,Moderado,Sim,34.0,4,4.1,7.0,Moderado,12,5,1,10,1,Não,Sim,Não,3668,30.9
EMP01856,26,Ensino Médio,9,3,Vendas,Sênior,24,3,71.0,Remoto,Adequado,Moderado,Sim,91.0,3,9.0,2.0,Moderado,10,6,4,6,3,Não,Sim,Sim,2691,36.3
EMP01014,57,Superior,18,17,RH,Coordenador,21,10,116.0,Presencial,Adequado,Moderado,Não,15.0,10,7.8,0.0,Alto,11,9,9,2,2,Sim,Sim,Sim,3240,29.9
EMP01402,25,Superior Incompleto,17,1,Operações,Pleno,4,10,102.0,Remoto,Bom,Moderado,Sim,85.0,8,10.0,6.0,Moderado,5,6,2,9,8,Sim,Sim,Não,5155,33.4
EMP01750,60,Superior Incompleto,14,17,Operações,Sênior,7,4,68.0,Remoto,Ruim,Moderado,Sim,53.0,7,9.0,5.0,Alto,8,1,5,5,9,Não,Sim,Sim,8143,32.4
EMP02090,31,Superior,10,3,RH,Sênior,8,3,111.0,Remoto,Bom,Baixo,Sim,23.0,2,5.3,5.0,Moderado,20,9,1,6,9,Sim,Sim,Sim,3044,39.8
EMP02326,25,Pós-graduação,3,0,Marketing,Júnior,19,10,14.0,Híbrido,Bom,Moderado,Sim,66.0,8,9.4,7.0,Alto,12,5,4,5,9,Não,Sim,Sim,8952,33.8
EMP00127,22,Superior,6,7,Vendas,Sênior,18,3,20.0,Presencial,Bom,Moderado,Não,71.0,4,7.8,5.0,Moderado,11,4,7,8,1,Sim,Sim,Não,553,38.9
EMP00888,61,Pós-graduação,0,18,Vendas,Pleno,23,10,65.0,Presencial,Ruim,Alto,Sim,11.0,9,8.6,0.0,Moderado,19,6,1,4,5,Sim,Sim,Sim,7191,29.4
EMP02060,32,Superior,5,11,Financeiro,Pleno,26,2,66.0,Híbrido,Adequado,Baixo,Não,11.0,9,9.7,0.0,Baixo,10,3,7,7,9,Sim,Não,Sim,5388,35.8
EMP01348,44,Ensino Médio,0,19,Marketing,Sênior,23,12,88.0,Híbrido,Bom,Alto,Sim,83.0,1,8.1,4.0,Alto,20,2,4,1,5,Não,Sim,Sim,256,24.1
EMP01008,36,Superior Incompleto,20,28,Financeiro,Gerente,17,14,120.0,Híbrido,Adequado,Alto,Não,100.0,2,5.6,6.0,Alto,1,1,2,5,3,Sim,Sim,Sim,6792,23.4
EMP00356,30,Superior,16,13,Marketing,Pleno,24,0,46.0,Presencial,Bom,Moderado,Sim,0.0,2,8.4,2.0,Moderado,3,4,10,1,3,Sim,Sim,Sim,6143,27.7
EMP01004,24,Pós-graduação,15,7,TI,Júnior,23,4,15.0,Presencial,Bom,Baixo,Sim,4.0,4,7.7,7.0,Alto,17,5,9,7,8,Não,Não,Sim,7940,33.6
EMP00683,42,Pós-graduação,16,25,Financeiro,Pleno,14,14,107.0,Remoto,Adequado,Moderado,Não,27.0,6,9.1,2.0,Baixo,14,3,3,2,9,Sim,Sim,Não,5776,28.0
EMP00828,23,Superior,3,4,Financeiro,Pleno,18,10,83.0,Presencial,Bom,Baixo,Sim,40.0,10,8.7,5.0,Moderado,13,4,4,5,6,Sim,Sim,Não,4359,28.9
EMP27254,55,Pós-graduação,6,11,Operações,Pleno,12,13,114.0,Híbrido,Bom,Moderado,Não,95.0,9,7.6,0.0,Alto,5,10,1,2,9,Não,Sim,Sim,4796,33.6
EMP00985,60,Ensino Médio,7,25,Operações,Pleno,5,14,24.0,Presencial,Adequado,Baixo,Não,82.0,9,7.7,4.0,Moderado,20,2,9,8,6,Sim,Sim,Não,3956,33.4
EMP01234,51,Ensino Médio,30,14,Vendas,Sênior,29,2,99.0,Híbrido,Bom,Moderado,Não,81.0,6,6.9,3.0,Moderado,10,10,3,9,5,Não,Sim,Sim,6774,29.9
EMP02474,40,Superior,19,21,Financeiro,Júnior,26,6,77.0,Híbrido,Excelente,Baixo,Sim,100.0,7,4.7,0.0,Alto,15,6,8,8,2,Sim,Sim,Sim,7949,40.0
EMP00141,53,Superior,18,29,Vendas,Pleno,25,2,16.0,Remoto,Excelente,Baixo,Sim,12.0,9,5.6,0.0,Moderado,16,4,5,9,10,Não,Sim,Não,5088,40.0
EMP00218,27,Superior,18,8,RH,Sênior,3,5,31.0,Remoto,Adequado,Moderado,Sim,35.0,2,8.1,0.0,Alto,17,4,9,2,8,Não,Sim,Sim,1566,29.7
EMP02067,55,Superior,2,29,Operações,Júnior,8,5,108.0,Presencial,Excelente,Alto,Sim,42.0,2,8.5,4.0,Moderado,17,4,5,6,10,Não,Não,Não,7816,30.7
EMP02175,58,Superior Incompleto,18,8,Financeiro,Pleno,11,12,48.0,Híbrido,Adequado,Baixo,Não,61.0,4,9.0,3.0,Alto,1,6,9,2,9,Sim,Sim,Não,9208,30.7
EMP02237,61,Superior,18,22,Financeiro,Sênior,5,7,39.0,Presencial,Excelente,Baixo,Sim,47.0,6,9.7,7.0,Alto,6,3,2,1,1,Não,Sim,Não,8659,27.7
EMP01741,34,Pós-graduação,0,14,Operações  ,Pleno,16,7,87.0,Presencial,Adequado,Moderado,Sim,93.0,2,9.7,6.0,Alto,6,5,7,7,4,Não,Sim,Não,6499,29.4
EMP01489,46,Ensino Médio,6,7,TI,Pleno,5,10,120.0,Presencial,Bom,Alto,Sim,100.0,4,5.4,6.0,Moderado,14,4,8,10,10,Não,Sim,Não,1742,31.4
EMP00023,23,Superior Incompleto,6,8,Marketing,Pleno,21,13,91.0,Híbrido,Excelente,Moderado,Sim,,5,,6.0,Alto,2,6,3,3,9,Sim,Sim,Sim,3286,34.9
